controlno,Title,Author,Callno,Accession,Copyright
100107144341,Selective reading book number 4,"Smith, Barry M.",028 S643,777,1974
100107144341,Selective reading book number 4,"Smith, Barry M.",028 S643,778,1974
100107144341,Selective reading book number 4,"Smith, Barry M.",028 S643,779,1974
