controlno,Title,Author,Callno,Accession,Copyright,Quantity
112107104919,'The 21 success secrets of self0made millionaires',"Tracy, Brian",332.024 T761,35097,2003,1
112107105933,'Central banking in selected Asian countries',"Miranda, Gregorio S.",332.11 M672 CB,"30831, 30830",1984,2
112107110327,'Central Bank Act as amended and General Banking Act as amended introductory festures',NBS Editorial Staff,332.11 N277,"18702, 18701",1980,2
112107110519,'The New Central Bank Act (Republic Act No. 7653) with introductory features and selected banking circulars',"Nolledo, Jose N.",332.11 N793,"32100, 32057",1994,2
112107110714,'The New Central Bank Act (Republic Act No. 7653) with introductory features and selected banking circulars',"Nolledo, Jose N.",332.11 N793 00R,"891, 890",1994,2
112107111341,'Management policies for commercial banks',"Crosse, Howard D.",332.12 C951,7630,1971,1
112107111444,'Commercial banking',"Miranda, Gregorio S.",332.12 M672,"34085, 869, 1140, 34086, 868","2002, 1995",5
112107111657,'1988 annual report',National Institute of Bank Management,332.12 N277,34486,1988,1
112107111814,'Merger and acquisition of Philippine banks',"Nasution, Eric Y.",332.16 N269,"35071, 35072",2005,2
112107111958,"'Introduction to Philippine money, credit and banking'","Alminar - Mutya, Ruby F.",332.4 A449,"33464, 1438",2002,2
112107112251,'Money and banking',"Fisher, Douglas",332.4 F533,8154,1971,1
112107140700,'The economics of money and banking',"Goldfeld, Stephen M.",332.4 G618,31446,1981,1
112107140854,"'Money, the financial system and the economy'","Kaufman, George G.",332.4 K21,18779,1977,1
112107141035,'The peso exchange rate',"Angeles, Rey",332.456 A581,35012,2006,1
112107141209,'You can profit from a monetary crisis',"Browne, Harry",332.6 B882,5741,1974,1
112107142006,'Investment appraisal',"Holmes, Phil",332.6 H752,"34180, 34179",1998,2
112107142126,'Readings in financial analysis and investment management',"Lerner, Eugene M.",332.6 L616,7811,1963,1
112107142345,'Super money',"Smith, Adam",332.633 S642,"19004, 19005",1972,2
112107142525,'Credits and collections',"Miranda, Gregorio S.",332.7 M672 RE,"30855, 18143",1987,2
112107142811,'Credits and collections',"Miranda, Gregorio S.",332.7 M672,"32773, 32773A",1994,2
112107143737,'The collapse of the Barings',"Fay, Stephen",332.75 F282,1195,1996,1
112107144007,'Agrarian reform in Latin America',"Alexander, Robert J.",333.31 A377,"10484, 10483, 10482",1974,3
112107144325,'The fundamentals of agrarian reform',"Ayson, Florentino G.",333.31 A987,19616,1982,1
112107144451,'Textbook on agrarian reform and taxation (with cooperatives)',"De Leon, Hector S.",333.31 D346,32264,1994,1
112107144732,'Textbook on agrarian reform and taxation (with cooperatives)',"De Leon, Hector S.",333.31 D346 00E,34516,2005,1
112107144914,'Agrarian reform words and phrases',Department of Agrarian Reform,333.31 D419,30717,1987,1
112107145243,'Philippine agrarian reform and the new taxation',"Espiritu, Socorro C.",333.31 E77,31444,[19 - ?],1
112107145723,'The Philippine Agrarian Reform Program',Ministry of Agrarian Reform,333.31 M665,"20832, 20844",1985,2
112107145916,'Instructor''s manual on the use of the agrarian reform modules',Ministry of Agrarian Reform,333.31 M665,30094,1977,1
112107150145,'Principles of agrarian reforms and taxation',"Nolledo, Jose N.",333.31 N793 79E,"18106, 7638",1979,2
112107150616,'Fresh winds of change in agrarian reform',"Palacpac, Orlino Sol",333.31 P153,20941,1987,1
112107150756,'Principles of agrarian reforms',"Nuque, Simplicio R.",333.31 R973,19617,1979,1
112107151041,'The real estate job finder',"Mainstream Access, Inc.",333.33 M225,"19133, 19132, 18967, 19134, 18968, 19135, 19136",1981,7
112107151311,'Principles of environmental science inquiry and applications',"Cunningham, William P.",333.7 C973,34930,2006,1
112107151551,'Module II natural resources',"Fabro, Julia Miranda",333.7 F131,"F-70, F-68, F-69",[19 - ?],3
112107151733,"'Sustainable development, environment and poverty nexus'","Jalal, K. F.",333.7 J26,465,1993,1
112107152152,'Studying materials and utilities',"Muro, Vicente",333.7 M977,"641, 19694",1977,2
112107152830,'Environmental planning and management',Asian Development Bank,333.7 S832,448,1986,1
112107153348,'Energy politics',"Davis, David Howard",333.79 D261,7807,1974,1
112107153820,'Cooperatives (Kilusang Bayan)',"Fajardo, Feliciano R.",334 F175 KB,19468,1981,1
112107154904,'Cooperatives',"Garcia, Gil Y.",334 G216,34907,2004,1
112107160025,'Cooperatives',"Mabbun, Pablos N.",334 M112,"19466, 5626, 18175, 18176, 19576",1973,5
112107161309,'Cooperatives',"Onagan, Lino D.",334 O58,"19603, 19604, 19605",1977,3
112107161644,'Cases in cooperaive marketing',"McBride, Glynn",334.681 M119,"30195, 30174, 30492, 90193, 30176",1986,5
112114081702,'Assessment of Student learning 1',"Buendicho, Flordeliza C",371.262 B928 13E,"38777, 38778",2013,2
112114081902,'Assessment of learning I : textbook and reviewer',"Gabuyo, Yonardo A.",371.262 G112 14E I,"38776, 38775",2014,2
112114082114,'Assessment of learning II. : textbook and reviewer',"Gabuyo, Yonardo A.",371.262 G112 14E II,"38782, 38783, 38781, 38784",2014,4
112114082404,'Authentic assessment of student learning Outcomes : assessment of learning 2',"Navarro, Rosita L.",371.262 N322 13E,"38780, 38779",c 2013,2
112114082633,'Enhancing creativity among Filipino Children',"Pabalan, Victorina S.",372.21 P112 10E,"38882, 38881",c 2010.,2
112114130314,'Elements of finance',"Mariano, Norma Dy Lopez",N/A,"38768, 38767",2014,2
112114130422,'Tourism planning and development',"Cruz, Zenaida Lansangan",338.4791 C957 14E,"38818, 38817",2014,2
112114131226,"'Study smart : what parents, students and Teachers shoul'd know'","Chua, Queena N. Lee",371.192 C559 13E,38915,c2013,1
112114131433,'Enhancing reading and writing',"Cabagui, Gloria M. Marapia",372.47 C112 12E,"38802, 38801",2012,2
112114131649,'Mythology : timeless tales of gods and Heroes',"Hamilton, Edith",398.2 H217 12E,39842,2012,1
112114143039,'Food service and bartending',"Roldan, Amelia S.",338.476 R744 13E,38906,2013,1
112114143754,'Facilitating learning : a metacognitive process',"Lucas, Maria Rita D.",370.1523 L933 14E,"38840, 38839",2014,2
112207080020,'From George Sorel',"Stanley, John L.",335 S788,20179,1976,1
112207081025,'The new class',"Djillas, Milovan",335.4 D625,129,1957,1
112207081237,'The rise and fall of communism',"Hudelson, Richard H.",335.4 H884,"32435, 32433, 32437, 32436",1993,4
112207081533,'The main debate',"Machan, Tibor R.",335.4 M149,"30343A, 30372, 30343",1987,3
112207081756,'Mathematics of finance',"Cissell, Robert",336 C579,7639,1978,1
112207081921,'Corporate financial policy',"Guthman, Harry G.",336 G984,"18995, 18994",1971,2
112207082203,'Public finance in theory and practice',"Musgrave, Richard A.",336 M987 5E,30891,1989,1
112207082703,'Philippine public finance',"Romualdez, Eduardo Z.",336 R767,"30834, 32764",1973,2
112207082844,'Discounted rates of return',"Muro, Vicente",336.02 M977,638,1978,1
112207083317,'Readings in the economics of taxation',American Economic Association,336.2 A512,8087,1989,1
112207083459,'Principles and law on income taxation',"Ampongan, Omar Erasmo G.",336.2 A526 6E,"35370, 35371",2007,2
112207083802,'Income tax law and jurisprudence',"Aralar, Reynaldo B.",336.2 A659,"35407, 35151, 35408",2004,3
112207084300,'Taxation and business taxation',"Aralar, Reynaldo B.",336.2 A659 7BB,"35400, 35399",2007,2
112207084457,'Tranfer and business taxation',"Aralar, Reynaldo B.",336.2 A659,"18130, 18129",1979,2
112207084623,'Philippine business taxation',"Aralar, Reynaldo B.",336.2 A659 IE,7618,1974,1
112207084741,'Philippine transfer and business taxation including other taxes book 2',"Ceñido, Dante Yson",336.2 C395 2,"32862, 32861, 31000, 30887",1991,4
112207084941,'Comprehensive review of taxation',"De Leon, Hector S.",336.2 D346 C,19619,1983,1
112207085453,'The fundamentals of taxation',"De Leon, Hector S.",336.2 D346 1980 1982,"19163, 18113, 18114",1980,3
112207090048,'The fundamentals of taxation',"De Leon, Hector S.",336.2 D346 1993,"32255, 32256, 32257, 32258",1993,4
112207090323,'The fundamentals of taxation',"De Leon, Hector S.",336.2 D346 2000,"33730, 860, 861, 33410",2000,4
112207090545,'The law on transfer and business taxation',"De Leon, Hector S.",336.2 D346 78E,"7631, 19682",1978,2
112207090829,'The law on transfer and business taxation',"De Leon, Hector S.",336.2 D346 80E,"18180, 18181",1980,2
112207091029,'The law on transfer and business taxation',"De Leon, Hector S.",336.2 D346 82E,"33728, 32914",1982,2
112207091202,'The fundamentals of taxation',"De Leon, Hector S.",336.2 D346 04E,34518,2004,1
112207094507,'Philippine taxation handbook',"Duncano, Danilo A.",336.2 D912,"35389, 35388, 35124, 34909",2006,4
112207094849,'Handbook on taxation and landreform',"Jarabello, Rodolfo L.",336.2 J37,33334,1971,1
112207100009,'The law of income taxation',"Lasquety, Vicente",336.2 L347,19177,1984,1
112207100114,'Handbook on taxation',"Nolledo, Jose N.",336.2 N793 79E,7617,1979,1
112207101429,'Handbook on taxation',"Nolledo, Jose N.",336.2 N793 83E,19486,1983,1
112207101549,'Handbook on transfer and business taxation',"Nolledo, Jose N.",336.2 N793 78E,5709,1978,1
112207102123,"'Theory, problem and solution in taxation (for CPA reviewers and commerce students) part 1'","Reyes, Virgilio D.",336.2 R457,33298,1979,1
112207102602,'Taxation',"Santos, Gonzalo T.",336.2 S237,33731,1999,1
112207102736,'The law on income taxation',"Teodoro, Benjamin D.",336.2 T314 11E,"33614, 34510, 34511",2001,3
112207103403,"'The law on income taxation with illustrations, problems, and solutions'","Teodoro, Benjamin D.",336.2 T314 84E,"19685, 19614, 19174, 19684",1984,4
112207104355,"'The law on income taxation with illustrations, problems and solutions (with 1994 supplement)'","Teodoro, Benjamin D.",336.2 T314 93E,"32263, 32675",1994,2
112207110911,'Transfer and business taxation',"Valencia, Edwin G.",336.2 V152,"33438, 34493",2002,2
112207111407,'Basic approach to income taxation',"Dimaampao, Japar B.",336.24 d582,"34644, 35286",2005,2
112207111547,'National internal revenue code of 1977',"Gonzales, Epifanio G.",336.24 G642,7912,1978,1
112207141451,'National internal revenue handbook',"Montejo, Cirilo G.",336.24 M775,"19634, 19633",1985,2
112207141643,'Handbook on income taxation in the Philippines',"Nolledo, Jose N.",336.24 N793,"30742, 30743",1991,2
112207141850,'How to file and pay the capital gains tax',"Chu, Raineer Q.",336.2424 C559,"34659, 35287",2006,2
112207142103,'Interest table 1% - 50%',"Gittinger, J. Price",336.2426 G536,"635, 19706",[19 - ?],2
112207142304,'Applications of compound interest',"Muro, Vicente",336.2426 M977 ACI,"19705, 637",1978,2
112207142456,'The new expanded vat law (R. A. No. 7716) with implementing regulations BIR primer and other issuances',"Nolledo, Jose N.",336.2714 N793,122,1995,1
112207142704,'Budget of receipts and expenditures pursuant to the program of government as approved by the President of the Republic of the Philippines for 1983',Republic of the Philippines,336.4959 R426,20518,1982,1
112207143001,'Public finance in theory and practice',"Musgrave, Richard A.",336.73 M969,"5547, 7640",1976,2
112207150403,'International economics',"Ingram, James C.",337 I54,31705,1986,1
112207151453,'Readings in international economic relations',"Jensen, Finn B.",337 J54,"10637, 10636",1966,2
112207151736,'Fundamental of international economics',"Wexler, Imanuel",337 W545,8116,1968,1
112207151855,'Basic manufacturing',"Kruppa, J. Russell",338 K94,"30341, 30342",1985,2
112207152024,'Entrepreneurship principles and practices (a modular approach)',"Azarcon, Ernie Roy S.",338.04 A992,"35147, 35594",2005,2
112207152207,'Entrepreneurship for modern business',"Camposano, Jorge A.",338.04 C198,"35409, 35410, 35148",2007,3
112207152359,'Entrepreneurship for small business',"Camposano, Jorge A.",338.04 C198,"33484, 34514",2004,2
112207152535,'A business planning manual',"Cuyugan, Jorge H.",338.04 C993,"864, 34525, 34532",2001,3
112207154218,'A business planning manual',"Cuyugan, Jorge H.",338.04 C993 05E,35122,2005,1
112207154410,'How to start your own business',"Damaso, Jimeno M.",338.04 D155,"19643, 19644, 19645",1982,3
112207154602,'Entrepreneurship',"Fajardo, Feliciano R.",338.04 F175,"32329, 33479, 529",1994,3
112607085348,'Entrepreneurship development',"Manopol, Erlinda T.",338.04 M285,"30001, 20921, 20932",1989,3
112607101137,'Entrepreneurship and small business management',"Medina, Roberto G.",338.04 M491,34554,1996,1
112607101303,'Entrepreneurship and small business management',"Medina, Roberto G.",338.04 M491 ES,259,1996,1
112607101627,'Contemporary entrepreneurship',"Orcullo, N. A.",338.04 O64 04E,"35595, 35596",2004,2
112607101811,'Handbook for women entrepreneurs',"Resurrection, Angelita",338.04 R436,34462,1991,1
112607101922,'Introduction to entrepreneurship',Small Enterprises Research and Development Foundation (SERDEF),338.04 S635 91E,31001,1991,1
112607102201,'Introduction to entrepreneurship',Small Enterprises Research and Development Foundation (SERDEF),338.04 S635 97E,"863, 1137",1997,2
112607102356,'Introduction to agricultural economic analysis',"Bishop, C. E.",338.1 B622,"19455, 19456",1958,2
112607103110,'Guide to preparing project proposals and feasibility studies for Philippine agribusiness',"Domingo, Vicente L.",338.1 D671,19821,[19 - ?],1
112607104018,'Physiological aspects of crop yield',"Eastin, Jerry D.",338.1 E13,20359,1969,1
112607104200,'Agricultural economics',"Fajardo, Feliciano R.",338.1 F175,34908,2004,1
112607105518,'Agricultural economics',"Fajardo, Feliciano R.",338.1 F175 2E,20015,1985,1
112607110527,'Deregulation and the agrarian crisis',"Ofreneo, Rene E.",338.1 O33,33607,1987,1
112607110739,"'Agriculture, economics and resource management'","Snodgrass, Milton M.",338.1 S673,19625,1975,1
112607112118,'Rice production and land reform',"Calderon, Jose F.",338.17318 C146,"31452, 32226",1978,2
112607135558,'Political and agrarian development in Guatemala',"Berger, Susan A.",338.1872 B496,32416,1992,1
112607140321,'Food manufacturing project-marketing and technical study',"Muro, Vicente",338.19 M977,19702,1977,1
112607140710,'Oil',"Vallenilla, Luis",338.2728V183,"182576, 182575",1975,2
112607142121,'Microeconomics',"Fajardo, Feliciano R.",338.3 F175,"34834, 34833",2004,2
112607142418,'Let''s travel in Hongkong',"Geis, Darlene",338.4791 G313,31300,1962,1
112607160436,'How to get to Europe and have a wonderful time',"Rand, Abby",338.4791 R186,19998,1974,1
112607161002,'Asia''s bright balconies',"Simpson, Colin",338.4791 S613,34355,1962,1
112607161243,'Managerial economics',"Brigham, Eugene F.",338.5 B855,"8151, 8122",1972,2
112607162040,'Business economics',"Colberg, Marshall R.",338.5 C684,30976,1957,1
112607162231,'Microeconomics 91/92',"Cole, Don",338.5 C689,31737,1991,1
112607162359,'Study guide to accompany Barkley''s introduction to microeconomics',"Cordes, Sam M.",338.5 C794 SGB,18580A,1977,1
112607162542,'Investigating microeconomics',"Eggert, Jim",338.5 E29,"18932, 18977, 19159, 19160, 19161, 19162",1979,6
112707080515,'Economic analysis',"Ferguson, C. E.",338.5 F352,30431,1978,1
112707081523,'Microeconomic theory',"Henderson, James M.",338.5 H496,314483,1980,1
112707081809,'Fundamentals of managerial economics',"Keating, Barry",338.5 K25,31685,1987,1
112707082032,'Microeconomics',"Mandfield, Edwin",338.5 M287 70E,"5868, 5689",1970,2
112707082844,'Principles of microeconomics',"Mansfield, Ediwin",338.5 M287,"30228, 30229",1986,2
112707083050,'Microeconomics',"Mandfield, Edwin",338.5 M287 86E,7609,1986,1
112707083237,'Microeconomics',"McConnell, Campbell R.",338.5 M487,380,1993,1
112707084123,'Microeconomics decisions',"Meyer, Robert A.",338.5 M613,"7945, 7943, 7942, 7941, 10755, 10754, 10638, 7944, 10639",1976,9
112707084715,'Introductory microeconomics',"Pagoso, Cristobal M.",338.5 P139,20425,1985,1
112707085024,'Introductory microeconomics',"Pagoso, Cristobal M.",338.5 P139 3E,35590,2006,1
112707085313,'Microeconomics',"Pindyck, Robert S.",338.5 P648,"32523, 32522",1989,2
112707085711,'Contemporary microeconomics',"Spencer, Milton H.",338.5 S745,31770,1990,1
112707090107,'Taking sides',"Swartz, Thomas R.",338.5 S973,"31803, 31804",1990,2
112707090409,'Problems in elementary microeconomics',"Vicente - Goli, Yolanda",338.5 V632,19421,1978,1
112707090723,'Elementary microeconomics',"Vicente - Goli, Yolanda",338.5 V632,19852,[19 - ?],1
112707102932,'Managerial economics',"Villegas, Bernardo M.",338.5 V732,10396,1978,1
112707103438,'Profit break-even point analyses',"Muro, Vicente",338.516 M977,636,1978,1
112707103543,'Price theory',"Bain, Joe S.",338.521,5729,1952,1
112707103810,'Essential price theory',"Levenson, Albert M.",338.521 L657,8079,1971,1
112707104239,"'Production forecasting, planning and control'","Mac Niece, E. H.",338.544 M169,30985,1961,1
112707104547,'Business for the 21st century',"Skinner, Steven J.",338.5443 S628,31778,1992,1
112707104831,'Going into business for yourself?',"Tengco, Alfredo M.",338.642 T292,20988,1965,1
112707105013,'The gamesman',"Maccoby, Michael",338.7 M129,30947,1978,1
112707105833,'Business organization and management',"Medina, Roberto G.",338.7 M491,"34490, 33188, 34491, 33185, 33184, 33183, 34492",1999,7
112707110238,'General business and economic understanding',"Nanassy, Louis C.",338.7 N175,"315, 314",1968,2
112707110454,'Business economics for Filipino managers',"Villegas, Bernardo M.",338.7 V732,18026,1972,1
112707110732,'A project feasibility study guidebook for Filipino students... and entrepreneurs',"Cuyugan, Jorge H.",338.71 C993 BP,"66, 67",1996,2
112707111105,'Notes on the laws on partnerships and private corporations',"Mapanao, Jesus P.",338.73 M297,30992,[19 - ?],1
112707111306,'Common sense II',Peoples Bicentennial Commission,338.74 P419,5776,1975,1
112707112554,'Directing construction for profit',"Oppenheimer, Samuel P.",338.7624 O62,18328,1971,1
112707112819,'International business environments and operations',"Daniels, John D.",338.88 D186,32774,1989,1
112707133850,'International business',"Hill, Charles W. L.",338.88 H645,34779,2004,1
112707134101,'Human resource policy and economic development',Asian Development Bank,338.9 A832,34316,1990,1
112707134450,'Asian development outlook 1997 and 1998',Asian Development Bank,338.9 A832,466,1997,1
112707134657,'Economic development',"Fajardo, Feliciano R.",338.9 F175 3E,9322,1994,1
112707134949,'Economic development',"Fajardo, Feliciano R.",338.9 F175 85,"19823, 20161, 20199",1985,3
112707135136,'Industrialization and economic history',"Hughes, Jonathan",338.9 H893,8133,1970,1
112707135349,'Dynamics of development the Philippine perspective',"Muhi, Estrellita T.",338.9 M952,32330,1993,1
112707135555,'Food aid international economic growth',"Shivastava, Uma K.",338.9 S774,"18682, 18683",1975,2
112707135834,'The future of underdeveloped countries',"Staley, Eugene",338.9 S782,32924,1961,1
112707140105,'Economic development in the third world',"Todaro, Michael P.",338.9 T633,31678,1989,1
112707140544,'The economic interest of industrial countries in the development of the third world',"Wightman, David",338.9 W657,30404,1971,1
112707140730,'World development report 1979',World Bank,338.91 W927 79,"18705, 18706",1979,2
112707142833,'Study guide',"Blankmeyer, Eric",339 B642 SGS,31807,1990,1
112707143005,'Introduction to macroeconomics',"Cid, Lourdes A.",339 C568,19784,1980,1
112707143334,'Study guid to accompany Barkley''s introduction to macroeconomics',"Cordes, Sam M.",339 C794 SGB,18580,1977,1
112707143816,'Macro-economics',"Dornbusch, Rudiger",339 D713,31425,1981,1
112707144229,'Introductory macroeconomics',"Pagoso, Cristobal M.",339 P139,32860,1988,1
112707144612,'Introductory macroeconomics',"Pagoso, Cristobal M.",339 P139,31906,2006,1
112707145225,'Introductory macroeconomics',"Pagoso, Cristobal M.",339 P139 RE,"35587, 35588, 35589",2006,3
112707150100,'Principles of economics',"Peterson, Willis L.",339 P468,32571,1977,1
112707150509,'Student workbook to accompany macroeconomics analysis',"Shapiro, Edward",339 S529,18587,1974,1
112707161913,'Aggregate economics and public policy',"Siegel, Barry N.",339 S571,31440,1974,1
112707162228,'Introductory microeconomics analysis',"Vicente - Goli, Yolanda",339 V632 IM,19851,1983,1
112807140447,'Economic principles',"Whitney, Simon Newcomb",339 W597,8086,1975,1
112807145820,'Poverty',"Callanta, Ruth S.",339.46 C156,"135, 136, 134",1988,3
112807150000,'Rural poverty an the policy crisis',"Coppedge, Roberto O.",339.46 C785,"18684, 18685",1977,2
112807150146,'The challenge of world poverty',"Myrdal, Gunnar",339.46 M998,143,1970,1
112807150725,'Laws and jurisprudence on graft and corruption',"Villaroman, Noel G.",340 V722,35085,2006,1
112807152619,"'Bar review in political law, labor and social legislation'","Salvador, Bernardino P. Jr.",340.076 S182,33397,2013,1
112907082550,"'The birth of the bill of rights, 1776-1791'","Rutland, Robert Allen",340.5 R979,10763,1969,1
112907082823,'The work of the international law commission',United Nations,341 U58,1200,1988,1
112907083127,'Basic facts about the United Nations',Department of Public Information,341.23 D419,31163,1951,1
112907083520,'UN',"Eichelberger, Clark M.",341.23 E34,32628,1960,1
112907083821,'Philippine government in action and he Philippine constitution',"Aruego, Jose M.",342.02 A793,19642,1982,1
112907084050,'Aklat aralin sa Bagong Konstitusyon',"De Leon, Hector S.",342.02 D346,5665,1976,1
112907084302,'The constitution of the Republic of the Philippines',"Nolledo, Jose N.",342.02 N793 89RE,0,1989,1
112907084431,'Students manual on the new constitutions with study helps',"Nolledo, Jose N.",342.02 N793 SM-RE,33713,2001,1
112907084912,"'Legal articles on the plebescite on constitutional ammendments (April 16, 1981)'","Padilla, Ambrosio",342.03 P123,31035,1981,1
112907085856,'Notes on the new society of the Philippines',"Marcos, Ferdinand E.",342.0628 M321,"30413, 30414",1974,2
112907090442,'Guiding principles of the new society II',Philippine Army Civil Relations and Information Service (PACRIS),342.0628 P551,32913,1978,1
112907091637,'Philippine civil service law',"Busto, Arellano V.",342.068 B982,33462,2002,1
112907091842,'The 1991 local government code with basic features',"Nolledo, Jose N.",342.09 N793,"78, 32348",1996,2
112907092134,'National Internal Revenue Code',"Gonzales, Epifanio G.",343.04 G643,34893,2005,1
112907092434,'National internal revenue code',PICPA,343.04 P552 05E,"35561, 35560, 35559",2005,3
112907092724,"'The new income tax, law and accounting'","Reyes, Virgilio D.",343.052 R456 07E,"35411, 35412",2007,2
112907103103,'E-Vat',eAsia Outsourcing and Marketing Service,343.055 E13 06E,"35406, 35405",2006,2
112907103244,'Nuclear power?',"Paramahamsa, Siddhaswarupananda",343.0925 P222,30578,[19 - ?],1
112907103447,'The labor code of the Philippines and its implementing rules and regulations',"Foz, Vicente B.",344.01 F796 07-08E,"35477, 35478",2007,2
112907103756,'Labor laws and social legislation',"Nolledo, Jose N.",344.01 N793,19721,1972,1
112907103948,'One year of the new society',National Media,344.0628 N277,20890,[19 - ?],1
112907104214,"'Philippines (laws, statutes, etc.). The new society'",Philippines,344.0628 P552,31541,[19 - ?],1
112907104919,'Laws on education and the private school administrator',"Gonzales, Andrew",344.07 G643,"33783, 33782",2004,2
112907105457,'Laws on education in the Philippines',"Natino, Romeo B.",344.07 N277,"35293, 35431",2006,2
112907110237,'Laws on education',Neo Asia Publishing Incorporated,344.07 N438,33393,2002,1
112907110548,'Laws on education with implementing rules and regulations',Neo Asia,344.07 N438,"34687, 34688, 35432",2005,3
112907110911,'Athletics rules',Anonymous,344.099 A615,"32028, 32029",[19 - ?],2
112907111143,'Controversies in criminal law',"Gorr, Michael J.",345 G673,32158,1992,1
112907111839,'Criminal law review',"Reyes, Luis B.",345 R457,31429,1953,1
112907135600,'Philippine transfer and business taxes',"Reyes, Virgilio D.",346.0436 R457 06E,"35567, 35566, 35565",2006,3
112907135924,'The Philippine Agrarian Reform program',Agrarian Reform,346.044 A615,"20780, 20781, 20782, 20783",1981,4
112907140232,'Primer on agrarian reform',Agrarian Reform,346.044 A615 EV,20691,[19 - ?],1
112907140941,"'Agrarian reform, cooperatives and taxation'","Aralar, Reynaldo B.",346.44 A659 2004,"34709, 34710",2004,2
112907141307,'Administrative orders and executive ussuances in implementing P. D. 27 and the CARL-RA 6657 from 1988 to 1994',"German, Milagros A.",346.044 G373 AI,80,1996,1
112907142208,'New estate planning handbook with forms and tables',"Zaritsky, Howard M.",346.052 Z37,"19293, 19294",1981,2
112907142845,'Primer on the cooperative code of the Philippines (R. A. No. 6938)',"Aquino, Agapito (Butz)",346.0668 A657,30584,[19 - ?],1
112907143224,'The law on partnership and private corporations',"De Leon, Hector S.",346.0682 D346,"33735, 600, 254, 253, 528",1997,5
112907144151,'The law on partnerships and private corporations',"De Leon, Hector S.",346.0682 D346 05E,"34814, 34813, 34517",2005,3
112907144416,'The law on partnerships and private corporation for business students',"Suarez, Carlos B.",346.0682 S939 06E,"35564, 35563, 35562",2006,3
112907144910,'Programmed learning aid for businss law',"Barnes, A. James",346.07 B261,"18435A, 672, 668",1974,3
112907145252,'Pointers in commercial law',"Cadayona, Filomeno A.",346.07 C121 PCL,7619,1974,1
112907150205,'Comprehensive review of business law',"De Leon, Hector S.",346.07 D346,33299,1979,1
112907151220,'Business law for everyday living',"Getz, S. George",346.07 G394,15,1953,1
112907153748,'Business law and the regulatory environment',"Metzger, Michael B.",346.07 M596,31683,[19 - ?],1
112907154524,'Obligations and contracts (with introduction to law)',"Torres, Justo P.",346.07 T693,32060,1990,1
11416084422,'Economics',"McConnell, Campbell R.",330 M129 12E,39363,2012,1
11416084838,'CPA reviewer in taxation',"Aduana, Nick L.",336.2 A244 11E,"39305, 39304",2011,2
11816140055,'Technical communication',Technical communication,302.22 T114 12E,"39315, 39314",2012,2
11816140637,"'Economics, taxation, and agrarian reform'","Manapat, Carlos L.",330 M266 14E,39432,2014,1
11816143754,'Taxation for Filipinos',"Villanueva, Angelina Arandia",336.2 V718 06E,"39327, 39326",2006,2
11816152311,"'Principles of tourism, part II'","Cruz, Zenaida Lansangan",338.4791 C957 13E,39445,2013,1
11816152424,"'Principles of tourism, part I'","Cruz, Zenaida Lansangan",338.4791 C957 14E,39444,2014,1
11816152533,'The teaching profession',"Lim, Lourdes S.",371.1 L732 14E,"39338, 39339",2014,2
120307084651,"'The law on sales, agency and credit transactions'","De Leon, Hector S.",346.072 D346,31457,1981,1
120307085040,"'Handbook on sales, agency and bailments for Commerce students'","Nolledo, Jose N.",346.072 N793 95R,"32864, 32863",1995,2
120307085416,"'Agency, sales and bailments (for Business Administration students)'","Pineda, Romeo P.",346.072 P649,"18173, 18174",1970,2
120307085718,'Standard chart of accounts for credit and other types of cooperatives with credit services',Iwag Editorial Board,346.073 I96,"34756, 34755",2002,2
120307090109,'Money and banking',"Culbertson, John M.",346.082 C967,"102573, 102571, 102572, 102574, 18324",1977,5
120307090332,'The banking job finder',Mainstream Access Inc.,346.082 M225,18962,1981,1
120307090455,'The new Central Bank Act (Republic Act No. 7653)',"Nolledo, Mercedita S.",346.082 N793,"34754, 34753",2004,2
120307090644,'The banking laws in the Philippines',"Nolledo, Jose N.",346.082 N793,"30999, 30854",1992,2
120307090851,'Multiple-line insurers',"Michaelbacher, G. F.",346.086 M623,"18303, 18302",1970,2
120307091129,'The new insurance code with explanations',NBSI Editorial Staff,346.086 N277,19566,1983,1
120307091535,'Insurance principles and practices',"Ronquillo, Zacarias M.",346.086 R773,1132,2000,1
120307091743,'Negotiable instruments law and jurisprudence',"Aralar, Reynaldo B.",346.096 A659 04E,35149,2004,1
120307105041,'Notes on the laws on negotiable instruments and documents of title',"Mapanao, Jesus P.",346.096 M297,30993,[19 - ?],1
120307105253,'Negotiable instruments law annotated',"Nolledo, Jose N.",346.096 N793 A,7622,1978,1
120307105851,'The negotiable instruments law annotated',"Nolledo, Jose N.",346.096 N793,"33522, 33521, 33495",2001,3
120307110111,'The law on negotiable instruments',"Paulino, Benjamin P.",346.096 P328,"18115, 18116",1977,2
120307110753,'Rovocable trusts',"Carr, E. William",346.7305 C311,"18918, 18917",1980,2
120307110902,'The supreme court',"Reef, Catherine",347.035 R327,279A,1994,1
120307153900,'Public administration',"Leveriza, Jose P.",351 L661,32335,1990,1
120307154212,'The Ministry of the Budget',Ministry of the Budget,351 M665 M,20989,1978,1
120307154333,'Primer on the national budget',Ministry of the Budget,351 M665 P,20417,1981,1
120315105136,'A first look at communication theory',"Griffin, Em",302.2 G851 13E,39360,2013,1
120315105905,'Tourism planning and development',"Cruz, Reil G.",338.4791 C957 14E,39433,2014,1
120315110034,'Lecture notes in environmental science',"Lee, Sergio J.",363.7 L481 10E,39434,2010,1
