controlno,Title,Author,Callno,Accession,Copyright,Quantity
101607153733,'Principles of sociology',"Goode, William J.",301 G647,"18308, 18309",1977,2
101607153859,'Sociology and American social issues',"Gordon, Leonard",301 G663,"10372, 10790, 10791",1978,3
101607154109,'Instructor''s manual sociology and American issues',"Gordon, Leonard",301 G663 IM,"10372A, 18454, 18453",1978,3
101607154443,'Sociology and American social issues',"Gordon, Leonard",301 G663 SG,18452A,1978,1
101607154636,'Introduction to sociology',"Hebding, Daniel E.",301 H443,32397,1992,1
101607160959,'Sociology in the Philippine setting',"Hunt, Chester L.",301 H639 MA,96,1995,1
101607162702,"'Society, cultue and the Filipino'","Hollsteiner, Mary Racelis",301 H744,18469A,1979,1
101719121314,'What do you fear to lose? = What do you lose to fear?',"Lapiz, Eduardo",302.17 L313 10E,41499,2010,1
101719121634,'Internet 101: the new mass medium for Filipinos',"Khan, Rachel E.",302.231,41544,2006,1
101719122232,'18 things to consider while young',"Lapiz, Eduardo",305.235 L313 04E,41497,2004,1
101719122458,'Kapuso o kapos?: Secrets of happy family',"Lapiz, Eduardo",306.85 l313 14E,41504,2014,1
101719122612,'The politics book',"Atkinson, Sam",320.5 A877 13E,41439,2013,1
101719122925,"'Good Muslim, bad Muslim'","Mandani, Mohmood",327.73 M264 05E,41556,2005,1
101719123436,'Pag-iimpok',"Resurreccion, Rene",332.678 R436 09E,41496,2009,1
101719134443,'Teaching schoolchildren virtues',"Ramirez, Veronica S.",372.81 R173 09E,41553,2009,1
102010113028,'Introduction to counseling and guidance',"Gibson, Robert L.",371.4 G449 07E,36912,2007,1
102010113232,'Study and communication skills',"Guiyab, Rivera G.",371.30281 G968 08E,"36901, 36902",2008,2
102307090541,'Programmed learning aid for introductory sociology',"Hortn, Paul B.",301 H823,"19320, 19321, 19322, 19323, 19324",1977,5
102307090921,'General anthropology',"Jacobs, Melville",301 J17,5728,1955,1
102307091135,'Social organization in three Philippine villages',"Jocano, F. Landa",301 J63,"30406, 30405",1988,2
102307091519,'Modern sociology',"Koller, Marvin R.",301 K81,20078,1974,1
102307091650,'Anthropology',"Kottak, Conrad Phillip",301 K87,"10610, 10611, 8055, 10781",1974,4
102307092235,'Anthropolgy',"Kottak, Conrad Phillip",301 K87,32020,1991,1
102307092539,'Sociology concepts and characteristics',"Landis, Judson R.",301 L257,"30059, 30058, 30057, 30056, 30060",1986,5
102307093018,'Society and culture for college students',"Leaño, Roman D. Jr.",301 L437,"35195, 35197, 35196",2005,3
102307093205,'Sociological snapshots',"Levin, Jack",301 L665,280,1993,1
102307093600,'Understanding the Ifugao rice terraces',"Medina, Carlos R.",301 M491,34283,2003,1
102307093926,'Sociology',"Moore, Stephen",301 M824,31487,1982,1
102307101050,'Human relations in Japan',"Nakane, Chie",301 N163,32942,1972,1
102307101210,'General sociology',"Omas-as, Roberta L.",301 O54,33882,2003,1
102307101608,'Society and culture in the rural Philippines',"Ortigas, Irene L.",301 O77,20393,1978,1
102307101749,'Introduction to sociology and anthropology',"Palispis, Epitacio S.",301 P163,34558,1996,1
102307102757,'General sociology',"Panopio, Isabel S.",301 P195,35123,2004,1
102307103052,'General sociology',"Panopio, Isabel S.",301 P195 4E,"33901, 33900",2004,2
102307103459,'Sociology and anthropology',"Panopio, Isabel S.",301 P195 SA,32401,1988,1
102307103915,'Humanity and culture',"Pi-Sunyer, Oriol",301 P679,"10277, 10780A, 10780, 10280, 10278, 10279",1978,6
102307104217,'General sociology with introduction to anthropology',"Salcedo, Lucila L.",301 S161,"34774, 35421, 34775, 35422",2004,4
102307104858,'Contemporary social problems and issures',"Sanchez, Custodiosa A.",301 S211,696,1997,1
102307105113,'The sociological way of looking at the world',"Schneider, Louis",301 S359,"18366, 18285, 18284",1975,3
102307105410,'Sociology for the modern mind',"Seger, Imogen",301 S454,10503,1972,1
102307111036,'Sociology',"Stark, Rodney",301 S795,"30266, 30263, 30262, 30265, 30264",1987,5
102307112340,'Selected readings in the social sciences',"Turk, Robert A.",301 T939,"30283, 7839, 30282, 30281, 30284, 30285, 7837, 7838",1973,8
102407105458,'The social experience',"Vander Zanden, James W.",301 V242,292,1990,1
102407110013,'Human interaction',"Vernon, Glenn M.",301 V54,10711,1972,1
102407110203,"'Sociology rules, rules, and relationships'","Wilson, Everett K.",301 W747,"7899, 7898, 7990, 7991, 7992",1972,5
102407110450,'General Sociology',"Zulueta, Francisco M.",301 Z94,581,1998,1
102407110617,'The science game',"Agnew, Neil Mck.",301.072 A273 2E,34352,1978,1
102407111005,'The Science game',"Agnew, Neil Mck.",301.072 S273 4E,31971,1987,1
102407112154,'Socially shared inquiry',"Alfonso, Herminia Corazon M.",301.072 A388,33954,1999,1
102407112450,'Human communication',"Pluckhan, Margaret L.",301.1402 P733,"18408, 18409, 18410",1978,3
102407145923,'Readings about the social animal',"Aronson, Elliot",302 A769 R,18929,1962,1
102407150042,'The social animal',"Aronson, Elliot",302 A769 S,"10478, 10479, 10480, 10481, 10773, 10477, 10772",1976,7
102407150526,'Exploring social psychology',"Baron, Robert A.",302 B265,"18773, 18774",1979,2
102407150744,'People reading',"Beier, Ernst G.",302. B422,31504,1981,1
102407151512,'Human relations development',"Gazda, George M.",302 G289,19829,1984,1
102407155300,'Biological bases of human social behavior',"HInde, R. A.",302 H662,8147,1974,1
102407161026,'Individual in society',"Krech, David",302 K92,462,1962,1
102507091633,'Understanding human behavior',"McConnel, James V.",302 M129,8012,1974,1
102507091845,'Social psychology',"Marlowe, Leigh",302 M349,8011,1975,1
102507092308,'Process consultation',"Schein, Edgar H.",302 S319 I II,"34428, 34429",1988,2
102507092448,'Together communicating interpersonally',"Stewart, John",302 S849,35113,1993,1
102507092657,'Shaping South Asia''s future',"Bhargava, Kant Kishore",302.14 B575,34328,1995,1
102507092829,"'""Once a Chinese, always a Chinese?""'","Von Brevern, Marilies",302.14 V948,31505,1988,1
102507095446,'Understanding human communication',"Adler, Ronald B.",302.2 A237,31806,1991,1
102507095729,'Effective small group communication',"Bormann, Ernest G.",302.2 B735,"10517, 10516, 10518, 10520, 10519",1976,5
102507100005,'Language and reality',"Postman, Neil",302.2 P858,"20751, 18864, 20750, 18863",1966,4
102507100322,'Communication research',"Rubin, Rebecca B.",302.2 R896,"30067, 30069",1986,2
102507100516,'The revolution in communication',"Scupham, John",302.2 S437,30417,1970,1
102507100637,'Trans-Per',"Sereno, Kenneth K.",302.2 S483,"7933, 7934, 7936, 7935, 7932",1975,5
102507101017,'On communication',"Swamson, Richard",302.2 S972,5708,1974,1
102507101303,'Responsible and effective communication',"Thompson, Wayne N.",302.2 T354,"10734, 10331, 10330, 10329, 18331",1978,5
102507101525,'Communications',"Williams, Raymond",302.2 W726,31479,1966,1
102507101645,'Analyzing verbal classroom interaction',"Kryspin, William J.",302.224 K94,"10511, 10512, 10513, 10515, 10642, 10644, 10514",1974,7
102507102037,'Essentials of speech',"Abelos, Alex V.",302.2242 A141,"35174, 35173, 35172",2005,3
102507102229,'Speak and project',"Yasonia - Lucy, Arsenia P.",302.2242 L943,34457,2004,1
102507102506,'Guide to good speech',"McBurney, James H.",302.2242 M119,33043,1957,1
102507102654,'Speech for effective communication',"Padilla, Mely M.",302.2242 123,33881,2003,1
102507103731,'Success in writing school papers',"King, Jenny",302.2244 K53,35155,2002,1
102507105204,'Media / Impact',"Biagi, Shirley",302.23 B576,"30861, 30860, 30207",1988,3
102507105354,'Media and culture',"Campbell, Richard",302.23 C189,34293,2002,1
102507105516,'Media for our time an anthology',"De Nitto, Dennis",302.23 D411,"10768, 10769, 8176",1971,3
102507105653,'Coping with the mass media',"Littell, Joseph F.",302.23 L777,"32513, 32514",1979,2
102507105852,'Transformative communication',"Malay, Renato Benigno",302.23 M239,35284,2006,1
102507110300,'Human communication',"David, Edward E. Jr.",302.242 D249,18558,1972,1
102507110836,'Group dynamics (with structured games and readings)',"Evangelista, Lourdes L.",302.3 E92,"33560, 33559",2000,2
102507111551,'Profitable negotiation techniques',"Lao, Felix M. Jr.",302.3 L298,35096,2005,1
102507111810,'Negotiation',"Schatzki, Michael",302.3 S312,31522,1981,1
102507112045,'Introductory course in group dynamics',"Tria, Geraldine E.",302.3 T819,"34648, 34797, 34798",2002,3
102507112305,'Many voices',"Williams, Abiodun",302.3 W721,"32142, 32141",1992,2
102507132650,'Among friends',"Pogrebin, Letty Cottin",302.34 P746,30350,1987,1
102507135214,'Essentials of organizational behavior',"Apruebo, Roxel A.",302.35 A654,34913,2006,1
102722083039,'Winning strategies for investing',"Germo, Marvin",332.6 G375 14E,40784,2014,1
102722083738,'A 2 Z creative teaching method',"Knight, Lizette F.",371.3 K69 06E,40780,2006,1
102722115301,'Drucker and me: what a Texas entrepreneur learned from the father of modern management',"Buford, Bob",300.92 B929 14E,40778,2014,1
102722130657,'Defending marriage: twelve arguments for sanity',"Esolen, Anthony",306.81 E76 14E,40730,2014,1
102722153241,'The five love languages of teenagers',"Chapman, Gary",305.235 C466 2010,40727,2010,1
10503000221,'Culture and nationhood',"Mendez, Paz Policarpio",370.1 M538,"30532, 30531, 30534, 30535, 30546, 30529",1991,6
10503003040,'Historical',"Omas-as, Roberta Laraga",370.1 O54,"33635, 33636",2005,2
10503003229,'Philosophy of education',"Ordas - Botor, Celeste",370.1 O65,"34632, 34631",2005,2
10503003339,'Foundations of education',"Recto, Angel S.",370.1 R311,"35032, 34572, 35033, 35034, 35035, 35037, 35036",2005,7
10503003637,'Pilosopiya ng edukasyon',"Recto, Angel S.",370.1 R311,34383,2004,1
10503003850,'Foundation of education II',"San Mateo, Rosalinda A.",370.1 S196,"33130, 33131",2003,2
10503004516,'Philosophical foundations of education',"Shrivastava, K. K.",370.1 S561,33437,2003,1
10503004809,'Philosophy of education',"Tuibeo, Amable G.",370.1 T915,34650,2005,1
10503011855,'Foundations of education',"Zulueta, Francisco M.",370.1 Z94,33667,2004,1
10503044230,'What does a Christian do? Moral problems',"Pennock, Michael",370.114 P415,33673,1979,1
10503044640,'Social dimensions of education',"Vega, Violeta A.",370.115 V422,"35116, 35115, 35114",2006,3
10503044958,'A better chance to learn',United States Commission on Civil Rights,370.1175 U58,"10739, 10740",1975,2
10503045845,'Educational psychology',"Asturias, Marilou C.",370.15 A859,34617,2004,1
10503045956,'In and out of school',"Freeman, Joan",370.15 F855,32309,1975,1
10503052410,'Introduction to psychological research',"Lathrop, Richard G.",370.15 L355,8066,1969,1
10503052953,'Thinking for yourself',"Mayfield, Marlys",370.152 M468,31844,1991,1
10503053417,'An introduction to critical thinking and creative writing for freshmen college student',"Tan, Arsenia B.",370.152 T161,33569,2001,1
10503053718,'How to succeed in this course',"Brothen, Thomas",370.1523 B874,32015,1989,1
10503061517,'Experiential learning courses handbook',Teacher Education Council,370.1523 T253,34706,2006,1
10503061636,'Facilitating learning',"Vega, Violeta A.",370.1523 V422,"34702, 34703",2006,2
10503061834,'The practice of creativity',"Prince, George M.",370.1534 P955,10534,1970,1
10503061954,'Emotional intelligence',"Goleman, Daniel",370.153 G625,35076,1996,1
10503062127,'The creative child',"Lehane, Stephen",370.157 L522,18951,1979,1
10503062247,'Teaching creative behavior',"Shallcross, Doris J.",370.157 S528,18956,1981,1
10503062941,'Personality and school',"Bliss, Walton",370.422 B649,"346, 333",1946,2
10503063059,'The Filipinos',"Javier, Yolanda V.",370.599 J41,"34996, 35291",2005,2
10503063847,'Research in education',"Best, John W.",370.7 B561,34935,2003,1
10503064052,'Guide to educational evaluation',"Carag, Eduardo Acebo",370.7 C258,"34827, 34828",2004,2
10603224320,'The beginning elementary school teacher',"Foster, Walter S.",370.7 F758,10500,1970,1
10603225827,'Role of evaluation in education',"Naik, S. P.",370.7 N155,34729,2004,1
10603225945,'Research made easy',"Reganit, Arnulfo Aaron R.",370.7 R333,"32180, 32179, 32178",2005,3
10603230132,'Introduction to educational research',"Vizcarra, Florante O.",370.7 V864,33459,2003,1
10603230517,'Handbook on student teaching',"Arabit, Priscila Dionisio",370.71 A658,30751,1997,1
10603231024,'Guide to student teaching',"Bustos, Alicia S.",370.71 B982,32759,1982,1
10603232354,'Practice teaching in Philippine schools under the new society',"Castro, Ricardo",370.71 C355,"10394, F-08",1976,2
10703002331,'Theory and practice in student teaching',"Lardizabel, Amparo S.",370.71 L321,"904, 812, 686, 34004",1999,4
10703002517,'Student teaching',"Lugos, Modesta Grey",370.71 L951,30881,1985,1
10703002721,'The student teacher in the elementary',"Michaelis, John U.",370.71 M621,5706,1965,1
10703002916,'Professional board examination for teacher',"Busto, Arellano V.",370.711 B982,34182,2003,1
10703003508,'Licensure examination for teachers general and professional',"Cabanilla, Josefina Q.",370.711 C112,923,1999,1
10703003651,'Teacher education issues and the teacher',"Colinares, Nilo E.",370.711 C696,"33390, 33639, 33389",2002,3
10703004305,'A comprehensive reviewer for the licensure examination for teachers',"Cruz, Celia C.",370.711 C957,33629,1998,1
10703004605,'Reviewer for the licensure examination for teachers',"Duka, Cecilio D.",370.711 D877 2E,"684, 742",2000,2
10703004923,'Reviewer for the licensure examination',"Duka, Cecilio D.",370.711 D877 3E,"964, 1424",2001,2
10703005739,'A how-to-book for trainers and teachers training',"Franco, Ernesto A.",370.711 F825,40570,1991,1
10703005936,'Effective reviewer for teachers',"Gonzales, Camila C.",370.711 G643,32108,1991,1
10703010502,'Reviewer',"Lazam, Gloria Z.",370.711 L338,32107,1991,1
10703010718,'Reviewer for the licensure examniation for teachers',"Ma-Amo, Priscilla N.",370.711 M111,676,1999,1
10703010838,'Licensure examination for teachers (LET) reviewer',"Mactal, Ronaldo B.",370.711 M175,"804, 807, 809A, 802, 803, 969, 968, 806, 805",2001,9
10703011752,'LET reviewer book',MET - Reviewer Center (LET Specialist),370.711 M587,"34263, 34262",2003,2
10703012906,'Reviewer for career service (for professional and sub-professional levels)',"Pangan, Reuben San Jose",370.711 P191,304,1991,1
10703013113,'Reviewer Licensure Examination for Teachers (LET)',"Pangan, Marina S. J.",370.711 P191,34266,2005,1
10703013406,'Licensure Examination for Teachers (LET) a reviewer 2000',"Patron, Josefina S.",370.711 P314,"965, 35094",2000,2
10703013636,'Teacher education journal',"Salandanan, Gloria G.",370.711 S161,"924, 925",2001,2
10703013807,'Reviewer for Teachers Board Examination',"San Jose - Pangan, Marina T.",370.711 S195 RT,32106,1994,1
10703013947,'Teacher''s reviewer',"San Juan, Clehenia C.",370.711 S195 TR,32406,1994,1
10703014149,'Teacher training and educational research',"Sharma, S. R.",370.711 S311,34685,2003,1
10703040937,'The effective teacher',"Anderson, Lorin W.",370.92 A545,"30755, 30841, 1413, 30842",1989,4
10703041217,'Ideas of the great educators',"Smith, Samuel",370.92 S659,"18895, 18896",1979,2
10703041447,'Teachers for the schools tomorrow',"Thomas, Jean",370.92 T458,20678,1968,1
10703052324,'Facing the future',"Goodlad, John I.",370.973 G629,"18214, 18215",1976,2
10703053216,'The Angelicum experience',"Alarcon, Rogelio B.",371 A321,51071,1975,1
10703053423,'Evaluation for Philippine schools',"Clemente, Tito",371 C626,33412,1978,1
10703054022,'School mythtakes (myths and mistakes about school)',"Hamada, Margarita Ventenilla",371 H198,"30959B, 30959A",1987,2
10703054647,'General catalogue 1972-1973',Philippines - University,371 P552,F-22,1973,1
10703054816,'A Philippine rural school',"Manalang, Priscila S.",371.009 M299,10409,1977,1
10703054926,'The Angelicum experience',"Alarcon, Rogelio B.",371.07 A321,30065,1975,1
10703055027,'Teacher education modern trends',"Chakrabarti, Mohit",371.1 C435,33441,2003,1
10703055318,'The educator as a professional in the Philippine context',"Guingona, Serafin V. C.",371.1 G964,1256,1987,1
10703055503,'Effective teaching',"Aquino, Gaudencio V.",371.102 A657,33233,2003,1
10703055628,'Strategies for teaching a modular approach',"Castillon - Boiser, Diosdada",371.102 C352,"1411, 902, 33593, 33592, 33549, 33550",2003,6
10703055919,'Teaching',"Duke, Daniel Lynden",371.102 D877,281,1990,1
10703060049,'The art of teaching',"Highet, Gilbert",371.102 H638,31399,1958,1
10703060222,'The compassionate teacher',"Miller, John",371.102 M647,"20366, 19037, 19035, 18952",1981,4
10703061541,'Theoretical foundations of learning and teaching',"Smith, M. Daniel",371.102 S655,"19150, 19149",1971,2
10703062040,'Classroom behavior',"Bushell, Don Jr.",371.1024 B978,"19030, 19032, 19033, 19034, 19091",1973,5
10703062905,'Classroom management for secondary teachers',"Emmer, Edmund T.",371.1024 E54,1346,2003,1
10703063108,'Handbook on classroom observation',"Samano, Angelita Venus",371.1024 S187,"893, 894",1988,2
10703063230,'Team teaching',"Beggs, David W.",371.148 B416,18648,1964,1
110409140052,'Effective speech communication',"Flores, Carmelita S.",372.622 F634 08E,36017,2008,1
110722101927,'Laws on education and the private school administrators',"Gonzales, Andrew",344.07 G643 04E,41921,2004,1
110722102122,'Education law and private schools : a practical guide for educational leaders and policy makers',"Sarmiento, Ulpiano III P.",344.07 S246 02E,41919,2002,1
110722102313,'Lessons I've learned : reflections for school administrators',"Boquer, Gus",371.20111 B765 07E,41922,2007,1
110910094134,"'Effectiveness of Basic Education Curriculum (BEC) in realizaing the educational objectives as perceived by the intermediate teachers in selected public elementary schools in San Antonio, Nueva Ecija S.Y. 2004-2005'","Mesina, Glaiza",UT 375.006 M578,36757,2004,1
110910101748,"'Difficulties in composition writing of fourth year students in selected public high school in San Isidro, Nueva Ecija'","Daquiz, Jenalyn",UT 372.623 D212,36761,2004,1
110910101912,"'Reading difficulties of grade four pupils in selected public elementary schools in San Isidro, Nueva Ecija S.Y. 2004-2005'","David, Criselle",UT 372.43 D249,36770,2004,1
110910102026,'A survey of the reading interest of Grade VI pupils in General de Jesus College S.Y. 2006-2007',"Salac, Rizzel P.",UT 372.4 S159,36776,2006,1
110910102152,"'Reading abilities of Grade III pupils in Alua Elementary School, San Isidro, Nueva Ecija S.Y. 2003-2004'","Bulanan, Mischelle",UT 372.4 B933,36772,2004,1
110910102305,'Instructional assistance needs of public preschool teachers in selected town of the Southern portion of Nueva Ecija',"Sta. Maria, Rochelle",UT 372.11 S232,36767,2005,1
110910102423,"'Preferences of Grade VI pupils for TV programs in public and private elementry schools in San Isidro, Nueva Ecija School Year 2004-2005'","Adiova, Opalyn L.",UT 371.3358 A235,36771,2004,1
110910102536,"'Profile of the students of Cabiao National High School who failed in the high school readiness test, S.Y. 2005-2006'","Mesina, Raden",UT 371.285 M578,36762,2005,1
110910103439,"'The programs sponsored by the school for community development and the community participation in school program and activities as perceived by the teachers and parents in Poblacion, San Antonio, Nueva Ecija July - October 1999'","Del Mundo, Verna M.",UT 371.19 D359,36769,1999,1
110910103610,"'Problems being encountered by elementary teachers of selected public schools in San Antonio, Nueva Ecija in implementing the new curriculum (BEC) S.Y. 2003-2004'","Sotto, Andrea G.",UT 371.102 S718,36760,2003,1
110910103734,"'Problems being encountered by the new elementary school teachers in the District of San Isidro, S.Y. 2003-2004'","Ocampo, Melanie B.",UT 371.102 O15,36773,2004,1
110910103845,'The employability of education graduates of General de Jesus College S.Y. 2003-2004 to 2004-2005',"Bautista, Gerlie P.",UT 371.102 B352,36777,2006,1
110910103951,'Problems perceived by secondary school teachers in selected public school in San Isidro Nueva Ecija 2002-2003',"Batsantos, Lezel G.",UT 371.102 B334,36758,2002,1
110910104106,'Problems encountered by BEED and BSED students of Genral de Jesus College in practice teaching for the School Year 2002-2003',"Bantug, Elizabeth M.",UT 371.102 B219,36759,2003,1
110910104247,'Problems encountered by the intermediate teachers in selected schools of Cabiao 2002-2003',"Balingit, Cynthia Lynn",UT 371.102 B186,36774,2002,1
110910104357,"'Perception of General de Jesus College (GJC) students of the English Speaking Policy of the school, School Year 2005- 2006'","Callanga, Rosedale",UT 371 C156,36782,2005,1
110910104528,'The Gawad Kalinga community's awareness of R.A 9003 (Ecological Solid Waste Management)',"Alacantara, Belinda",UT 363.728 A347,36778,2006,1
110910104804,'Needs assessment of Gawad Kalinga community : a basis for a perspective community immersion program of the General de Jesus College Communiy Extension Offfice',"Miranda, Florencia",UT 307 M672,36781,2005,1
111307082230,'Behavior in organizations',"Baron, Robert A.",302.35 B265,31696,1990,1
111307082745,'Organization and methods',"Breadmore, R. G.",302.35 B828,31180,1976,1
111307082938,'Communication and organizational behavior',"Haney, William V.",302.35 H237,34343,1973,1
111307084236,'Human behavior in organization',"Leveriza, Jose P.",302.35 L661,"33528, 33527",1993,2
111307084423,'Human behavior in organizations',"Martires, Concepcion Rodil",302.35 M386,"33525, 33526, 34790, 34789",2003,4
111307085044,'Human behavior in business organization',"Mison, Ione B.",302.35 M678,35307,2005,1
111307085335,'Understanding organizational behavior',"Nelson, Debra L.",302.35 N425,"32187, 32188",2005,2
111307085559,'Organizational behavior',"Newstrom, John W.",302.35 N558,"34126, 33461",1997,2
111307090930,'People in the work place',"Tongo - Mosura, Carmel",302.35 T665,"33932, 33933",2001,2
111307101851,'Human behavior in organizations',"Zulueta, Francsico M.",302.35 z94,33789,2002,1
111307102041,'Pursue that dream and be a winner',"Quemado, Gabriel",302.54 Q3,31476,1987,1
111307102227,'Philippine development issues',"Tendero, Avelino P.",303 T291,"1107, 32051",1984,2
111307102405,'Leadership',"Hughes, Robert L.",303.34 H894,34720,2006,1
111307102846,'How to lead a winning team',"Morries, Steve",303.34 M877,33483,2001,1
111307103440,'Assertive - responsive management',"Shaw, Malcolm E.",303.34 S535,"18096, 18095",1979,2
111307103636,'The complexities of change',Center for Research and Communication,303.4 C397,"5601, 5584",[19 - ?],2
111307104119,'Settings for change',"Mutony, Jane Cunningham",303.4 M992,"31355, 31356",1997,2
111307104630,'Readings in human development',"Friedman, Susan",303.44 F911 RHD,32004,1975,1
111307104818,'The Chinese - Cantonese family in Manila',"Cheong, Caroline Mar Wai Jong",303.482 C518,33066,1983,1
111307110610,'Our treaty with Japan',"Laurel, J. B. Jr.",303.482 L378,30694,1961,1
111307110904,'Philippine - Chinese integration',"McCarthy, Charles J.",303.482 M123,20451,1971,1
111307111501,'Modern teaching of information technology',"Kumar, Mahesh",303.4833 K96,34686,2004,1
111307111704,'Computers in society',"Schellenberg, Kathryn",303.4834 S322,31936,1990,1
111307112742,'Computers in society',"Schellenberg, Kathryn",303.4834 S341 4E,31889,1992,1
111407102915,'Dissent and counter-consciousness',"Constantino, Renato",303.484 C758,7646,1979,1
111407104219,'Perestroika from below',"Sedaitis, Judith B.",303.484 S447,32148,1991,1
111407104708,'Violence in America',"Graham, Hugh Davis",303.625 G739,133,1979,1
111407105018,'Resolving issues',"Williams, Gerry",303.69 W723,34734,2005,1
111407105232,'Plundering paradise',"Broad, Robin",304.2 B863,339,1993,1
111407105459,'The human environment',"Treshow, Michael",304.2 T797,"18369, 18351",1976,2
111407105647,'Hour power',"Lee, John W.",304.23 L478,18692,1980,1
111407110506,'In the human interest',"Brown, Lester R.",304.6 B878,18687,1974,1
111407110823,'Genetic structure of populations',"Morton, Newton E.",304.6 M891,19074,1973,1
111407111237,'Birth and death in Cagayan de Oro',"Madigan, Francis C.",304.6 N182,33829,1972,1
111407111438,'1995 census-based city / municipal population projections',National Statistics Office,304.6 N277,34420,1995,1
111407111634,'The population activist''s handbook',The Population Institute,304.6 P831,10435,1974,1
111407111811,'Childhood and society',"Erikson, Erik H.",305.23 E68,20891,1963,1
111407133020,"'Infancy, childhood and adolescence'","Steinberg, Laurence",305.231 S819,"31732, 31733",1991,2
111407133245,'Filipino youth in a changing society',The Family Life Workship of the Philippines,305.235 F198,40538,1969,1
111407133937,"'Aging, the individual, and society'","Barrow, Georgia M.",305.26 B278,"31684, 31702",1989,2
111407134108,'Fully human',"Olds, Linda E.",305.3 O44,18955,1981,1
111407134235,'Philosophy of man',"Cruz, Corazon L.",305.31 C957,"936, 32729, 30007, 33533, 32730, 20494, 33534",2004,7
111407134650,'Conditions of man',"Johnson, Willoughby",305.31 J71,5596,1968,1
111407134904,'Modern man',"Ravitch, Norman",305.31 R256,7684,1973,1
111407135230,'Man',"Tuibeo, Amable G.",305.34 T915,"19287, 19288",1974,2
111407135835,'The women of Indonesia',Department of Information Republic of Indonesia,305.4 D419,20368,[19 - ?],1
111407140452,'Women of the Pacific',Pan Pacific Women s Association,305.4 P187,31090,1955,1
111407140631,'Toward empowerment',"Calman, Leslie J.",305.42 C164,"32132, 32131",1992,2
111407140853,'The fiminist movement in the Philippines 1905-1955',"Subido, Tarrosa",305.42 S941,31121,1989,1
111407141025,'Caste in overseas Indian communities',"Schwartz, Barton M.",305.5122 S399,A-01,1967,1
111407141351,'Peasants in the hills',"Gonzaga, Violeta Lopez",305.8 G642,33597,2002,1
111407141627,'A time to be human',"Griffin, John Howard",305.8 G851,10524,1977,1
111407142105,'Cultural and social anthropology',"Hoebel, E. Adamson",305.8 H693,"18278, 18279",1976,2
111407142253,'SAMA',"Jundam, Mashur Bin-Ghalib",305.8 J95,30034,1983,1
111407142443,"'Studies in Moro history, law and religion'","Saleeby, Najeeb M.",305.8 S163,30643,1976,1
111407142807,'Radical career change',"Krantz, David L.",305.9 K89,"19228, 19232, 19229, 19230, 19231",1978,5
111407143037,'The cultural context',"Anderson, Robert",306 A549,7836,1976,1
111407143518,"'People, places and change'","Berry, Leonard",306 B534,"20056, 20057, 20058",1976,3
111407144055,'Bontoc life-ways',"Botengan, Kate C.",306 B748,30715,1976,1
