controlno,Title,Author,Callno,Accession,Copyright,Quantity
40108142312,'Manual for general zoology',"Clemente, Leopoldo S.",590 C656 M,"20889, 18092",1978,2
40108142501,'Laboratory guide for zoology',"Elliott, Alfred M.",590 E46 LGZ,18007,1974,1
40108143016,'A manual for zoology',"Grubb, Thomas C.",590 G885 M,20333,1975,1
40108143131,'Laboratory guide in systematic zoology',"Imperial, I. V.",590 I34 LSZ,20503,[19 - ?],1
40108143359,'General zoology',"Storer, Tracy I.",590 S884,"18089, 18090",1979,2
40108143549,'Laboratory manual for zoology',"Storer, Tracy I.",590 S884 LMZ,"18091, 20019, 20020, 20023",1977,4
40108143819,'Laboratory manual for zoology',"Storer, Tracy I.",590 S884 LM,23,1977,1
40108144423,'Laboratory exercises and guide in general zoology',"Villadolid, Deogracias V.",590 V712,20867,[19 - ?],1
40108144711,'Fundamentals methods and laboratory procedures in microtechnology',"Barangan, Raymundo C.",590.724 B224,20497,1978,1
40108154349,"'Genes, environment, and behavior'","Vale, Jack R.",591.51 V149,"19125, 18961, 18959, 19126, 19127",1980,5
40108154558,'Invertebrate zoology',"Hegner, Robert W.",592 H464 HB,"18531, 18088",1968,2
40108154814,'Experimental coelenterate biology',"Lenhoff, Howard M.",593.5 L566,18950,1971,1
40108155042,'Fundamentals of entomology',"Eizinga, Richard J.",595.7 E52,19450,1981,1
40108155322,'Entomology manual',"Viado, Getulio B.",595.7 V598 EM,20502,1975,1
40108155526,'Medical entomology manual',"Viado, Getulio B.",595.7 V598 ME,20500,1986,1
40108155648,'Guide to the taxonomic literrature of vertebrates',"Blackwelder, Richard E.",596 B632,18665,1972,1
40108160449,'Comparative anatomy of the vertebrates',"Kent, George C.",596 K37,5760,1973,1
40108160702,'Man and the vertebrates',"Romer, Alfred Sherwood",596 R763,279,1965,1
40108160856,'All about tropical fish',"McInerny, Derek",597 M152,10502,1966,1
40108161038,'Introduction to herpetology',"Goin, Coleman J.",597.9 G615,7690,1971,1
40108161205,'Introduction to herpetology',"Goin, Coleman J.",597.9 G615,7691,1971,1
40108161446,'The birds of America',"Audubon, John James",598 A914,31275,1961,1
40108161540,'Painting in oil by the 5-color method',"Carver, Michael",598 C331,18546,1961,1
40108161849,'The birds of prey',"Saul, John Ralston",598.9 S256,18372,1977,1
40108162107,'Primates on primates',"Quaitt, Duane D.",599.8 Q6,"10510A, 10506, 10507, 10510, 10509, 10508",1972,6
40108162301,'Programmed learning aid for physical anthropology and archaelogy',"Barnow, Victor",599.9 B262,"7828, 7827",1973,2
40108162455,'Evolutionary anthropology',"Bleibtreu, Herman K.",599.9 B646,7809,1969,1
40108162615,'Human antiquity',"Feder, Kenneth L.",599.9 F293,31697,1989,1
40108162932,'Physical anthropology and archaeology',"Hammond, Peter B.",599.9 H227,18674,1976,1
40108163152,'Student study guide to accompay in search of ourselves',"Pritchard, Jackie",599.9 P961,7863,1977,1
40108163533,'The evolutionary significance of Ramapithecus',"Tattersall, Ian",599.9 T221,"736, 735, 737, 743, 744",1975,5
40108163715,'Human biological development',"Martin, Phyllis C.",599.95 M382,10690,1960,1
40108163908,'Many answers',"Alger, Norman",599.97 A395,18790,1974,1
40208110850,'Philosophy of business',"Lazaro, Roberto",650.03 L431,35929,2005,1
40408093425,'Techniquez of financial analysis',"Helfert, Erich A.",658.15 H474 9E,34002,1997,1
42408102354,'Modern pastry chef',"Sultan, William J.",641.865 S954,10355,1977,1
52108084706,'Business correspondence',"Fruehling, Rosemary T.",658.75 P994,18427,1971,1
61311150501,'Discrete Mathematics and its applications',"Rosen, Kenneth H.",511.22 R813 08E,37236,2008,1
61311150700,'Mathematics in business',"Bautista, Leodigario S M.",511 B352 07E,37274,2007,1
70411163209,'Introduction to Physics',"Phillips, Robert D.",530 P652 10E,37213,2010,1
70411163430,'Earth Science',"Tarbuck, Edward J.",550 T179 09E,37217,2009,1
70710091135,'Calculus demystified',"Krantz, Steven G",515 K89,36747,2003,1
70710091320,'Design and analysis of algorithms',"Albacea, Eliezer A.",511.8 A396 03E,36750,2003,1
70710161549,'Business Mathematics',"Abao, Zenon R.",511 A117 08E,36755,2008,1
70809090517,'Business mathematics text/workbook',"Salamat, Lorina Gison",511 S159 08E,"36002, 36003",2008,2
70809090843,'Calculus with analytic geometry for business and economics',"Eusebio - Vasquez, Eleanita",515 V335,"36005, 36004",1997,2
70809091205,'Parametric statistics with computer-aided solutions',"Broto, Antonio S.",519.5 B863,36056,2008,1
70809091913,'Basic physics (concept with experiments)',"Malaneb, Ryan G.",530 M245 08E,"35998, 35999",2008,2
71212114021,'Elements of physical science',"Ditan, Carolina D.",500.2 D615 11E,37724,2011,1
71212114134,'Physical science',"Tillery, Bill W.",500.2 T575 08E,37848,2008,1
71212125103,'Physical science',"Tillery, Bill W.",500.2 T575 12E,37730,2012,1
71212125213,'Biological science with practical applications',"Gacelo, Ester P.",570 G121 07E,37874,2007,1
71816132551,'General ecology',"Krohne, David T.",577 K93 12E,39500,2012,1
72412135422,'Discrete Mathematics I',"Cabero, Jonathan B.",511.22 C114 10E,38009,2010,1
72412135621,'The world of chemistry',"Joesten, Melvin",540 J64 12E,37999,2012,1
72412140310,'Fundamentals of earth science',"Cathillar, Gerry C.",550 C357 10R,"38002, 38001",2010,2
72412140559,'Biological science with practical applications',"Gacelo, Ester P.",570 G121 07E,37874,2007,1
80111155323,'Fundamentals of accounting',"Gilbertson, Claudia B.",657 G466 10E,37339,2010,1
80208150448,'College Algebra',"Ibañez, Edwin D.",512 I12,35711,2005,1
80208222023,'Calculus with analytic Geometry for business and economics',"Eusebio - Vasquez, Eleanita",515 V393,"35840, 35841",2006,2
81214162828,'Business Mathematics',"Altares, Pricilla S.",511 A465 12E,"38544, 38543",2012,2
81214163227,'Solved problems in college Algebra',"Cabero, Jonathan B.",512 C117 12E,"38556, 38555",2012,2
81214163549,'Calculus : concepts and application made easy',"Comandante, Felipe Jr. L.",515 C728 12E,"38551, 38552",2012,2
81214164045,'Calculus for business & economics',"Comandante, Felipe Jr. L.",515 C728 13E,"38559, 38560, 38634",2013,3
81417155641,'College algebra',"Gustafson , R. David",512 G982 14E,"40047, 40048",2014,2
81814162539,'Mathematics of investment',Priscilla S. Altares,511 A465 13E,"38755, 38756, 38757",2013,3
82311105510,'General biology',"Ching, Johnny A.",570 C539 09E,939,2009,1
82311105616,'Introduction to calculus',"Mapa, Felina G.",515 M297 11E,37399,2011,1
82311105714,'Discrete mathematics',"Johnsonbaugh, Richard",511.22 J71 10E,37400,2010,1
82312135012,'Fundamentals of Earth Science',"Catchillar, Gerry C.",550 C357 08R,"37803, 37802",2008,2
82609092149,'Introduction to calculus',"Mapa, Felina G.",515 M297,36145,2005,1
82609093934,'Calculus one and several variables',"Salas, Saturnino L.",515 S161 07E,36143,2007,1
82609095810,"'Applied calculus for the managerial, life and social sciences'","Tan, S. T.",515 T161,36144,2005,1
82609100921,'Integral calculus made easy',"De La Fuente, Ruben A.",515.43 D333,36146,2009,1
91109152136,'Mathematics of investment',"Naval, Victoria C.",511 N318 07E,36149,2007,1
91109153114,'Basic calculus',"Marcelo, Gladys Glo H.",515 M314 09E,36170,2009,1
91109153410,'Solved problems in differential calculus',"Cabero, Jonathan B.",515.33 C114 08E,36171,2008,1
91109155940,'Simplified approach to integral calculus',"Apa-ap, Renato E.",515.43 A639,36173,2007,1
91409125559,'Solved problems in integral calculus',"Cabero, Jonathan B.",515.43 C114 08E,36172,2008,1
92619133714,'Plane trigonometry',"Gabuyo, Yanardo A.",516.242 G119 11E,38325,2011,1
92619145555,'Trigonometry with calculator - based solutions',"Moyer, Robert E.",516.24 M938 11E,38276,2011,1
92904024738,'Physics fundamentals 1',"Serway, Raymond A.",530 S492 14E,"38564, 38563",2014,2
92904025238,"'GCE ""O"" level Physics matters'","Chew, Charles",530 C529 10E,38537,2010,1
92904025559,'Earth sciences',"Ditan, Carolina D.",550 D615 12E,"38588, 38589",2012,2
92904025850,'Biology : a simplified approach',"Catchillar, Gerry C.",570 C357 11E,"38573, 38574",2011,2
92904030328,'Environmental Biology',"Ordoñez, Jose II A.",577 O65 12E,"38591, 38590",2012,2
92904030605,'The practical guide to napkins and napkin folding',"Beech, Rick",642.7 B414 07E,38666,2007,1
92904044748,'Chemistry : introductory interactive approach',"Tabayan, Joydee P.",540 T112 13E,38700,2013,1
92904051316,'College Algebra',"Paguio, Darwin P.",512 P128 13E,38696,2013,1
92904051553,'Understanding literature through cultural experience',"Dela Cruz, Rommel B.",808.8 D332 14E,38702,2014,1
93010110710,'Business Math principles in food service operations',"Cueto, Aristeo C.",511 C965 09E,36885,2009,1
