controlno,Title,Author,Callno,Accession,Copyright
100407091215,Introductory psychology,"Scroth, Marvin L.",150 S382,7704,1975
100407091215,Introductory psychology,"Scroth, Marvin L.",150 S382,7703,1975
100407160149,Programmed learning aid for thinking and conceptual behavior,"Van Rijn, Paul P.",150.1 V274,7849,1975
101107082538,Action knowledge and reality,"Castañeda, Hector Nerl",191 C346,18636,1975
100407160149,Programmed learning aid for thinking and conceptual behavior,"Van Rijn, Paul P.",150.1 V274,7850,1975
100507075831,Human memory,"Klatzky, Roberta L.",153.12 K63,10260,1975
100507074844,Programmed learning aid for emotion,"Plutchik, Robert",152.4 P737,20392,1975
100907150027,Programmed learning aid for assessment of personality,"Draguns, Juris G.",155.28 D759,7856,1975
100507075831,Human memory,"Klatzky, Roberta L.",153.12 K63,10254,1975
101007105345,Boss psychology,"Vance, Charles C.",158.7 V222,182561,1975
100507075831,Human memory,"Klatzky, Roberta L.",153.12 K63,18339,1975
100507075831,Human memory,"Klatzky, Roberta L.",153.12 K63,10761,1975
100507075831,Human memory,"Klatzky, Roberta L.",153.12 K63,10261,1975
100507075831,Human memory,"Klatzky, Roberta L.",153.12 K63,10255,1975
100507075831,Human memory,"Klatzky, Roberta L.",153.12 K63,10257,1975
100307104331,General psychology,"Kahayon, Alicia H.",150 K12 75E,33738,1975
100407162113,Physiological psychology,"Blundell, John",150.198 B658,32310,1975
100407154216,Psychology,"Bourne, Lyle E.",150.1 B775,32903C1,1976
100507154340,Studies in perception,"Murch, Gerald M.",153.75 M973,18642,1976
100907150919,Masculinity and feminity,"Miller, Benjamin F.",155.332 M647,31288,1976
100207145319,Man,"Andres, Tomas Quintin D.",121.8 A561,19071,1976
100207145319,Man,"Andres, Tomas Quintin D.",121.8 A561,19070,1976
100507154340,Studies in perception,"Murch, Gerald M.",153.75 M973,18641,1976
100907155113,Child psychology for nurser,"Estolas, Josefina V.",155.4 E81,5595,1976
101007140514,Elementary logic,"Simco, Nancy D.",160 S588,30181,1976
101007140514,Elementary logic,"Simco, Nancy D.",160 S588,30182,1976
101007140514,Elementary logic,"Simco, Nancy D.",160 S588,30183,1976
101007140514,Elementary logic,"Simco, Nancy D.",160 S588,30184,1976
101007140514,Elementary logic,"Simco, Nancy D.",160 S588,30185,1976
100407085758,Introduction to psychology,"Marx, Melvin H.",150 M392,18547,1976
101007145729,A code of ethics for business,Bishops - BCHDP,174.4 B622,20278,1977
100907160125,Child and adolescent development,"Manning, Sidney A.",155.4 M284,8155,1977
100207140928,Applied Filipino philosophy,"Mercado, Leonardo N.",102 M553,33678,1977
100207143004,Philosophy for a new generation,"Bierman, A. K.",108 B588,18645,1977
101007152255,Beyond charity,"Sommer, John G.",177.7 S697,19270,1977
101007152255,Beyond charity,"Sommer, John G.",177.7 S697,19271,1977
101107154728,The ten commandments,"Meredith, Roderick C.",241.52 M558,1084,1977
101007145729,A code of ethics for business,Bishops - BCHDP,174.4 B622,20276,1977
101107081333,A Nietzsche reader,"Hollingdale, R. J.",190 H741,31526,1977
101007145729,A code of ethics for business,Bishops - BCHDP,174.4 B622,20277,1977
100307101519,Introductory psychology,"Berent, Stanley",150 B489,18544,1977
100507154228,Illusions,"Back, Richard",153.74 B124,30953,1977
101007142246,An introduction to ethics,"Dewey, Robert E.",170 D519,31852,1977
101007084524,Child growth and development,"Siruno, Rufino S.",155.4 S621,7650,1978
100907083556,Natural sleep,"Goldberg, Philip",154.6 G618,30948,1978
101007102937,Human relations,"Scott, Lawrence S.",158.2 S427,19065,1978
100907141055,Human development,"Papalia, Diane E.",155 P213,8056,1978
101007134029,Logic and logical thinking,"Facione, Peter A.",160 F141,18001,1978
101007134029,Logic and logical thinking,"Facione, Peter A.",160 F141,18337,1978
100407091554,Psychology,"Silverman, Robert E.",150 S587,18788,1978
101007102937,Human relations,"Scott, Lawrence S.",158.2 S427,19290,1978
100907155932,Child development,"Hurlock, Elizabeth B.",155.4 H965,7649,1978
100207160654,Llewellyn''s personal guide and astrological almanac for 1979,"Bytheriver, Marylee",133.5275 B998,5772,1978
101007084524,Child growth and development,"Siruno, Rufino S.",155.4 S621,32052,1978
101007102937,Human relations,"Scott, Lawrence S.",158.2 S427,19291,1978
101007084524,Child growth and development,"Siruno, Rufino S.",155.4 S621,32039,1978
101007084524,Child growth and development,"Siruno, Rufino S.",155.4 S621,30884,1978
101007084524,Child growth and development,"Siruno, Rufino S.",155.4 S621,30883,1978
100407091554,Psychology,"Silverman, Robert E.",150 S587,18789,1978
101007105154,Psychology applied to business and industry,"Sanchez, Custodiosa Ancheta",158.7 S211,10555,1979
100207150205,Origins of the mind,"Furst, Charles",128.2 F991,18965,1979
101007105154,Psychology applied to business and industry,"Sanchez, Custodiosa Ancheta",158.7 S211,18826,1979
101007105154,Psychology applied to business and industry,"Sanchez, Custodiosa Ancheta",158.7 S211,18825,1979
101007105154,Psychology applied to business and industry,"Sanchez, Custodiosa Ancheta",158.7 S211,18824,1979
101007105154,Psychology applied to business and industry,"Sanchez, Custodiosa Ancheta",158.7 S211,10556,1979
101007105154,Psychology applied to business and industry,"Sanchez, Custodiosa Ancheta",158.7 S211,10554,1979
101007105154,Psychology applied to business and industry,"Sanchez, Custodiosa Ancheta",158.7 S211,10408,1979
100307101630,Introduction to general psychology,College Level Examination Program,150 C697 RM,18414,1979
100307101630,Introduction to general psychology,College Level Examination Program,150 C697 RM,18413,1979
101007105154,Psychology applied to business and industry,"Sanchez, Custodiosa Ancheta",158.7 S211,18018,1979
101007135510,Logic and language,"Heil, John",160 H466,18786,1979
100507144025,Practical thinking,"De Bono, Edward",153.42 D287,32986,1979
101007101159,The adolescent passage,"Twiford, Rainer",155.5 T972,18904,1980
100907140226,Developmental pscyhology,"Hurlock, Elizabeth B.",155 H965 5E,18844,1980
100907140226,Developmental pscyhology,"Hurlock, Elizabeth B.",155 H965 5E,18885,1980
100907140226,Developmental pscyhology,"Hurlock, Elizabeth B.",155 H965 5E,32273,1980
100907140226,Developmental pscyhology,"Hurlock, Elizabeth B.",155 H965 5E,32674,1980
100907151450,the developing child,"Brisbane, Holly E.",155.4 B859,31303,1980
100907151126,The psychopathology,"Al-Issa, Ihsan",155.333 A414,19110,1980
100907151126,The psychopathology,"Al-Issa, Ihsan",155.333 A414,18900,1980
100907151126,The psychopathology,"Al-Issa, Ihsan",155.333 A414,18899,1980
101007104705,Industrial psychology,"McCormick, Ernest J.",158.7 M131,19574,1980
101007104705,Industrial psychology,"McCormick, Ernest J.",158.7 M131,19575,1980
101107145728,Reconciliations,"Rubin, Theodore Isaac",234.5 R896,32327,1980
101007145949,Business ethics,"Garrett, Thomas M.",174.4 G239,18816,1980
101007155410,The kingship of self-control,"Jordan, William George",179.9 J82,30554,1980
100507075126,The power of right thought,"Wilcox, Ella Wheeler",152.4 W836 B,30555,1980
101007101159,The adolescent passage,"Twiford, Rainer",155.5 T972,18903,1980
100207162445,Disciplines and the man,"Ledesma, Consuelo P.",145 D612,452,1981
100207162445,Disciplines and the man,"Ledesma, Consuelo P.",145 D612,309,1981
100207162445,Disciplines and the man,"Ledesma, Consuelo P.",145 D612,311,1981
101007145014,Principles of business ethics,"Angeles, Conrado P.",174.4 A581 B,18815,1981
100207162445,Disciplines and the man,"Ledesma, Consuelo P.",145 D612,33270,1981
101007150217,Philippine business ethics,"Gorospe, Alejandro R.",174.4 G672 81E,18699,1981
101007151854,The art of friendship,"Leefeldt, Christine",177.62 L484,18875,1981
101007150217,Philippine business ethics,"Gorospe, Alejandro R.",174.4 G672 81E,18700,1981
100307104043,Understanding psychology,"Hassett, James",150 H355,31201,1981
101007133338,Introduction to logic,"Copi, Irving M.",160 C784,3128,1982
100507080339,Psychomotor learning,"Kerr, Robert",153.15,31689,1982
101007152006,The art of loving,"Fromm, Erich",177.7 F932,33291,1982
100207152813,The reality of reincarnation,"Guru, Jagad",129 G981,30576,1982
101007133541,Introduction to logic,"Cruz, Corazon L.",160 R957 RE,30006,1983
101007151716,Danger,"Paramahansa, Siddhaswarupananda",176.7 P222,30583,1983
101007143644,Ethics the science and art of life,"Montemayor, Felix M.",170 M777 SA,19478,1983
100507144434,The negative power of positive thinking,"Kramer, Edward L.",153.42 K89,30556,1983
100507143630,"Stories, scripts and scenes","Mandler, Jean Matter",153.4 M271,33278,1984
100207160844,Sydney Omarr''s day to day astrological guide for Pisces (February 19 - March 20) 1985,"Omarr, Sydney",133.5277 O54,31181,1984
101007142139,Contemporary ethics,"Cruz, Corazon L.",170 C957,30553,1984
100207145625,Will the real me please stand up? (So we can all get to know you!),"Powell, John",126 P884,32626,1985
100407155227,Introduction to psychology,"Bustos, Alicia S.",150.1 B982,19805,1985
100407155227,Introduction to psychology,"Bustos, Alicia S.",150.1 B982,19806,1985
100407155227,Introduction to psychology,"Bustos, Alicia S.",150.1 B982,32339,1985
100407155227,Introduction to psychology,"Bustos, Alicia S.",150.1 B982,32658,1985
100407155227,Introduction to psychology,"Bustos, Alicia S.",150.1 B982,32659,1985
100907141356,Developmental psychology,"Shaffer, David R.",155 S525,30273,1985
100907141356,Developmental psychology,"Shaffer, David R.",155 S525,30272,1985
100907141356,Developmental psychology,"Shaffer, David R.",155 S525,30274,1985
100407155227,Introduction to psychology,"Bustos, Alicia S.",150.1 B982,19804,1985
101007103359,Manual for theory and practice of group counseling,"Corey, Gerald",158.35 C797 M,30189,1985
101007141157,Logic,"Schagrin, Morton L.",160.28 S296,31818,1985
101007141157,Logic,"Schagrin, Morton L.",160.28 S296,31876,1985
101007141157,Logic,"Schagrin, Morton L.",160.28 S296,31877,1985
101007141157,Logic,"Schagrin, Morton L.",160.28 S296,31898,1985
101007103706,Theory and practice of group counseling,"Corey, Gerald",158.35 C797,30125,1985
101007103706,Theory and practice of group counseling,"Corey, Gerald",158.35 C797,30121,1985
101007103359,Manual for theory and practice of group counseling,"Corey, Gerald",158.35 C797 M,30190,1985
101007150724,Business ethics,"Miranda, Carmelita M.",174.4 M672 85E,19812,1985
101007103359,Manual for theory and practice of group counseling,"Corey, Gerald",158.35 C797 M,30188,1985
101007103359,Manual for theory and practice of group counseling,"Corey, Gerald",158.35 C797 M,30186,1985
101007150724,Business ethics,"Miranda, Carmelita M.",174.4 M672 85E,19813,1985
101007150724,Business ethics,"Miranda, Carmelita M.",174.4 M672 85E,19814,1985
101107083439,Good news bible with deuterocanonicals / NAB HELPS,The Bible Societies,220 B582 GNB,30997,1985
101007103359,Manual for theory and practice of group counseling,"Corey, Gerald",158.35 C797 M,30187,1985
101007103359,Manual for theory and practice of group counseling,"Corey, Gerald",158.35 C797 M,30191,1985
100507145518,The art of creative thinking,"Olson, Robert W.",153.42 O52,35084,1986
100207095334,Philosophy of man,"Dy, Manuel B. Jr.",102 D994,881,1986
100407085550,Psychology,"McMahon, Frank B.",150 M167,30231,1986
100407085550,Psychology,"McMahon, Frank B.",150 M167,30233,1986
100407085550,Psychology,"McMahon, Frank B.",150 M167,30235,1986
100507155847,I never knew I had a choice,"Corey, Gerald",153.85 C797,30277,1986
100507155847,I never knew I had a choice,"Corey, Gerald",153.85 C797,30276,1986
101007141701,Man and his destiny (a book in ethics),"Almoro, Lydia Reyes",170 A452,20456,1986
101107075739,Confucius the analects (Lun yu),"Lau, D. C.",181.112 L366,31528,1986
101007141042,Exercises in logic,"Villa - Alba, Clarita",160 V712,20496,1986
100407085550,Psychology,"McMahon, Frank B.",150 M167,30234,1986
100507155847,I never knew I had a choice,"Corey, Gerald",153.85 C797,30275,1986
100407085550,Psychology,"McMahon, Frank B.",150 M167,30232,1986
101007154615,"Paghubog sa mamamayan, katatagan ng bayan","Shahani, Leticia Ramos",179 S525,50663,1987
101007103228,The student workbook for the art of helping VI,"Carkhuff, Robert R.",158.3 C277,31820,1987
101007103228,The student workbook for the art of helping VI,"Carkhuff, Robert R.",158.3 C277,31819,1987
100407155028,Study guide to accompany principles of psychology today,"Bower, Gordon H.",150.1 B786,30223,1987
100407155028,Study guide to accompany principles of psychology today,"Bower, Gordon H.",150.1 B786,30224,1987
100207152939,Life after death,"Rosal, Claudia M.",133 R788,1370,1987
100407155028,Study guide to accompany principles of psychology today,"Bower, Gordon H.",150.1 B786,30225,1987
101007104434,Your attitude is showing,"Chapman, Elwood N.",158.7 C466,31960,1987
100407155028,Study guide to accompany principles of psychology today,"Bower, Gordon H.",150.1 B786,30222,1987
100407155028,Study guide to accompany principles of psychology today,"Bower, Gordon H.",150.1 B786,30221,1987
100407155028,Study guide to accompany principles of psychology today,"Bower, Gordon H.",150.1 B786,30220,1987
101007154615,"Paghubog sa mamamayan, katatagan ng bayan","Shahani, Leticia Ramos",179 S525,50665,1987
101007104434,Your attitude is showing,"Chapman, Elwood N.",158.7 C466,31951,1987
101007104434,Your attitude is showing,"Chapman, Elwood N.",158.7 C466,31961,1987
101007154615,"Paghubog sa mamamayan, katatagan ng bayan","Shahani, Leticia Ramos",179 S525,3310,1987
100507081419,Acres of diamonds,"Bremer, Sidney Newton",153.1533 B836,30561,1988
100407090311,Psychology,"Papalia, Diane E.",150 P213,278,1988
101007140251,Logic simplified and integrated,"Reyes, Edgardo A.",160 R456,1316,1988
101007092929,Growing up gifted,"Clark, Barbara",155.455 C592,32586,1988
100907144724,Self-motivation,"Marden, Orison Swett",155.2 M322,30558,1988
101007134157,Thinking logically,"Freeman, James B.",160 F855,31859,1988
101007134157,Thinking logically,"Freeman, James B.",160 F855,31962,1988
101007155551,Good cheer and prosperity,"Marden, Orison Swett",179.9 M322,30563,1988
100207144721,The developing person through the life span,"Berger, Kathleen Stassen",113.8 B496,1959,1988
101007104903,Psychology applied to work,"Muchinsky, Paul M.",158.7 M942,30203,1989
101007104903,Psychology applied to work,"Muchinsky, Paul M.",158.7 M942,30204,1989
100407155637,Psychology,"Crider, Andrew B.",150.1 C928,32003,1989
101007104903,Psychology applied to work,"Muchinsky, Paul M.",158.7 M942,30206,1989
100507075338,Happiness is an inside job,"Powell, John",152.42 P884,33938,1989
101007104903,Psychology applied to work,"Muchinsky, Paul M.",158.7 M942,30202,1989
101007104903,Psychology applied to work,"Muchinsky, Paul M.",158.7 M942,30205,1989
101007150356,Philippine business ethics,"Gorospe, Alejandro R.",174.4 G672 90E,951,1990
101007102738,Human relations in organizations,"Lussier, Robert N.",158.2 L972,31681,1990
100407153710,Telecourse guide for psychology,"Werthman, Michael S.",150 W499,31999,1990
100407153710,Telecourse guide for psychology,"Werthman, Michael S.",150 W499,32001,1990
101007102738,Human relations in organizations,"Lussier, Robert N.",158.2 L972,31680,1990
100407154104,Introduction to psychology,"Atkinson, Rita L.",150.1 A877,31714,1990
101007150356,Philippine business ethics,"Gorospe, Alejandro R.",174.4 G672 90E,32097,1990
100907144526,Personality,"Limpingco, Delia",155.2 L734,145,1990
101007150854,Business ethics,"Miranda - Gow, Carmelita",174.4 M672 RE,32634,1990
101007084216,Children,"Santrock, John W.",155.4 S237,32006,1990
101007150554,Business ethics,"Leveriza, Jose P.",174.4 L661 91E,33649,1991
101007150554,Business ethics,"Leveriza, Jose P.",174.4 L661 91E,33474,1991
100407160009,Understanding psychology,"Morris, Charles G.",150.1 M875,31723,1991
101007150554,Business ethics,"Leveriza, Jose P.",174.4 L661 91E,32379,1991
101007141324,Ethics and the Filipino,"Agapay, Ramon B.",170 A259,32362,1991
101007141324,Ethics and the Filipino,"Agapay, Ramon B.",170 A259,32247,1991
101007141324,Ethics and the Filipino,"Agapay, Ramon B.",170 A259,32645,1991
100907091407,Mind probe-hypnosis,"Hickman, Irene",154.7 H628,1426,1991
101007141324,Ethics and the Filipino,"Agapay, Ramon B.",170 A259,32248,1991
101007141324,Ethics and the Filipino,"Agapay, Ramon B.",170 A259,32363,1991
101007141324,Ethics and the Filipino,"Agapay, Ramon B.",170 A259,32644,1991
101007102428,Conscious loving,"Hendricks, Gay",158.2 H498,297,1992
101007113548,Introduction to logic,"Camacho, Magdaleno T.",160 C172,32074,1992
101007113548,Introduction to logic,"Camacho, Magdaleno T.",160 C172,31499,1992
101007151036,Taking sides,"Newton, Lisa H.",174.4 N564,31988,1992
101007151036,Taking sides,"Newton, Lisa H.",174.4 N564,34290,1992
101007153911,Filipino values and national development,Economic Development Foundation,179 E19,306,1992
100307102905,From colonial to liberation psychology,"Enriquez, Virgilio G.",150 E59,31401,1992
100907143529,How to get along with difficult people,"Diehm, William J.",155.2 D559,35081,1992
100207154524,Quest for Dion Fortune,"Chapman, Janine",133.092 C466,907,1993
100907084228,Secrets of the inner mind,"Papanek, John L",154.63 P213,33315,1993
100907145149,The enigma of personality,"Papanek, John L.",155.2 P213,33313,1994
101007160138,History of ancient philosophy,"Yarsa, Ignatius",180 Y29,33482,1994
101007143531,Ethics the philosophy of life,"Montemayor, Felix M.",170 M777,32690,1994
101007143531,Ethics the philosophy of life,"Montemayor, Felix M.",170 M777,32689,1994
100207144048,Introduction to art appreciation and aesthetics,"Panizo, Alfredo",111.85 P193,14,1995
100207141052,Introduction to philosophy through the philosophy of man,"Montemayor, Felix M.",102 M777,32073,1995
101007133651,Introduction to logic,"Cruz, Corazon L.",160 C957 4E,33532,1995
100207141052,Introduction to philosophy through the philosophy of man,"Montemayor, Felix M.",102 M777,33492,1995
100207141052,Introduction to philosophy through the philosophy of man,"Montemayor, Felix M.",102 M777,33478,1995
100207141052,Introduction to philosophy through the philosophy of man,"Montemayor, Felix M.",102 M777,33491,1995
100207141052,Introduction to philosophy through the philosophy of man,"Montemayor, Felix M.",102 M777,32633,1995
101007133651,Introduction to logic,"Cruz, Corazon L.",160 C957 4E,33531,1995
101007133651,Introduction to logic,"Cruz, Corazon L.",160 C957 4E,1324,1995
101007160920,History of Medieval philosophy,"Saranyana, Joseph",180 S243,33481,1996
100307100940,Hilgard''s introduction to psychology,"Atkinson, Rita L.",150 A877,34157,1996
101007151304,Ethics in Philippine enterprise,"Sison, Alejo Jose G.",174.4 S623,33828,1997
100507155633,Don''t sweat the small stuff... and it''s all small stuff,"Carlson, Richard",153.85 C284,33454,1997
101007140740,Logic made simple for Filipinos,"Fimbreza, Florentino T.",160 T583,386,1998
100907094333,Developmental psychology,"Gines, Adelaida C.",155 G492,655,1998
101007140740,Logic made simple for Filipinos,"Fimbreza, Florentino T.",160 T583,387,1998
101007140740,Logic made simple for Filipinos,"Fimbreza, Florentino T.",160 T583,34800,1998
100507081040,Psychology of learning,"Tria, Geraldine E.",153.15 T819,949,1998
101007140740,Logic made simple for Filipinos,"Fimbreza, Florentino T.",160 T583,34799,1998
101607074538,Muslims in the Philippines,"Majul, Cesar Adib",297.092 M234,33600,1999
100307104508,General psychology,"Kahayon, Alicia H.",150 K12,1156,1999
101007092754,Exceptional psychology (with questions and answers),"Evangelista, Lourdes L.",155.45 E92,658,1999
100407155509,Introduction to psychology,"Bustos, Alicia S.",150.1 B982,33151,1999
100407155509,Introduction to psychology,"Bustos, Alicia S.",150.1 B982,33150,1999
100407155509,Introduction to psychology,"Bustos, Alicia S.",150.1 B982,33149,1999
80108224258,Welcome to hospitality,"Chon, Kye - Sung (Kaye)",177.1 C548 WH,35705,2000
101007134657,Logic,"Gualdo, Rosendo P.",160 G911,33917,2000
101007143406,Ethics,"Gualdo, Rosendo S.",170 G911,33918,2000
100207142433,Philosophy made easy,"Zulueta, Francisco M.",102 Z94,34997,2000
100107162423,Introduction to philosophy,"Ceniza, Claro R.",101 C395 I,34825,2001
100507153713,Values training manual,"Brewster, Phil",153.45 B848,1239,2001
100207144908,Fifty ways to a better life,"Sercombe, Andrew",116 S482,33473,2001
100207084448,An introduction to the study of social philosophy,"Navarro, Rosita L.",101 N322,931,2001
100207084448,An introduction to the study of social philosophy,"Navarro, Rosita L.",101 N322,930,2001
100107162423,Introduction to philosophy,"Ceniza, Claro R.",101 C395 I,34826,2001
100207161534,Phenomenology Edumund Husserl and Edith Stein,"Quito, Emerita",142.7 Q8,34291,2001
