controlno,Title,Author,Callno,Accession,Copyright
51308150652,Managerial finance,"Bolten, Steven E.",658.15 B694,10641,1976
51308150652,Managerial finance,"Bolten, Steven E.",658.15 B694,10640,1976
50208084424,Gregg shorthand for colleges,"Leslie, Louis A.",653.427 L635 I,25,1976
43008140415,Gregg speed building for colleges,"Gregg, John R.",653 G819 GSB,19808,1976
52208114350,Wine,"Sharp, William J.",663.2 S531,19044,1976
52108081945,Package production management,"Raphael, Harold J.",658.564 R217,10335,1976
52208114521,Systems analysis for the food industry,"Bender, Filmore E.",664 B458,8167,1976
51908082106,Human resources management,"Martinez, Esdras T.",658.3 M385,19588,1976
50908144731,Auditing in the public sector,"Pomeranz, Felix",657.45 P785,19002,1976
50908144731,Auditing in the public sector,"Pomeranz, Felix",657.45 P785,19003,1976
52108081945,Package production management,"Raphael, Harold J.",658.564 R217,10337,1976
52108081945,Package production management,"Raphael, Harold J.",658.564 R217,10336,1976
50208084424,Gregg shorthand for colleges,"Leslie, Louis A.",653.427 L635 I,26,1976
42408104004,Major appliance servicing,"Sehraff, Robert",643.6 S311 3,18252,1976
42408105624,Individuality in clothing selection and personal appearance,"Kefgen, Mary",646.3 K26,18650,1976
42408103809,Housing perspective,"Wedin, Carol S.",643 W393,10333,1976
42208114438,Gardening under glass,"Eaton, Jerome A.",635.9 E14,18643,1976
42408103809,Housing perspective,"Wedin, Carol S.",643 W393,10334,1976
42408104004,Major appliance servicing,"Sehraff, Robert",643.6 S311 3,18250,1976
42408104004,Major appliance servicing,"Sehraff, Robert",643.6 S311 3,18344,1976
42408104213,Small appliance servicing guide,"Sehraff, Robert",643.6 S311,18248,1976
42408104213,Small appliance servicing guide,"Sehraff, Robert",643.6 S311,18249,1976
42408083444,Food and Philippine culture,"Cabotaje, Ester Manuel",641.3 C116,5577,1976
42408083444,Food and Philippine culture,"Cabotaje, Ester Manuel",641.3 C116,30408,1976
42108140218,Understanding the heart and its diseases,"Ross, John",616.12 R824,18449,1976
42408083444,Food and Philippine culture,"Cabotaje, Ester Manuel",641.3 C116,30433,1976
42408105624,Individuality in clothing selection and personal appearance,"Kefgen, Mary",646.3 K26,18649,1976
51908115230,Production and operations management,"Mayer, Raymond R.",658.5 M468 3E,31427,1977
52108114112,Understanding marketing,"Pride, William M.",658.8 P946 SG,10626,1977
52108114112,Understanding marketing,"Pride, William M.",658.8 P946 SG,10627,1977
50908144325,Working with the public accountant,"Lurie, Adolph G.",657.45 L967,18266,1977
52108112550,Marketing basic concepts and decisions,"Pride, William M.",658.8 P946,10748,1977
42108150216,Handbook of major appliance troubleshooting and repair,"Heiserman, David L.",620.0046 H473,31495,1977
42408102354,Modern pastry chef,"Sultan, William J.",641.865 S954,10356,1977
52208145500,Building mechanical systems,"Andrew, F. T.",696 A566,18228,1977
52208145500,Building mechanical systems,"Andrew, F. T.",696 A566,18227,1977
52108112550,Marketing basic concepts and decisions,"Pride, William M.",658.8 P946,10747,1977
52208145500,Building mechanical systems,"Andrew, F. T.",696 A566,18229,1977
50908144325,Working with the public accountant,"Lurie, Adolph G.",657.45 L967,18267,1977
42108151111,Mechanics of materials,"Hornsey, Edward",620.1123 H816 RM,7986,1977
50908144325,Working with the public accountant,"Lurie, Adolph G.",657.45 L967,18265,1977
52208140050,Production process - fruit canning project,"Muro, Vicente",664.0282 M977,19692,1977
52108112550,Marketing basic concepts and decisions,"Pride, William M.",658.8 P946,10746,1977
42108151111,Mechanics of materials,"Hornsey, Edward",620.1123 H816 RM,7987,1977
42408091404,Experimental cookery,"Claudio, Virginia S.",641.5 C615,10380,1977
52208140645,Training manual for meat cutting and merchandising,"Fabbricante, Thomas",664.902 F113,30393,1977
42108150427,Simplified mechanics and strength of materials,"Parker, Harry",620.1 P239,31549,1977
42408105422,More first aid for the ailing house,"Whitman, Roger C.",643.7 W597,18336,1977
52208142015,Metal working technology,"Little, Richard",671 L778,18381,1977
51208151239,Principles of management,"Koontz, Harold",658 K82 5E,18178,1977
42108151111,Mechanics of materials,"Hornsey, Edward",620.1123 H816 RM,7970,1977
50908144325,Working with the public accountant,"Lurie, Adolph G.",657.45 L967,18377,1977
51908162602,Selecting the production process,"Muro, Vicente",658.5 M977 SP,19691,1977
51208151239,Principles of management,"Koontz, Harold",658 K82 5E,18179,1977
51308145341,Studying the location and layout,"Muro, Vicente",658.11 M977 SL,634,1977
51308145341,Studying the location and layout,"Muro, Vicente",658.11 M977 SL,19693,1977
42108144523,The complete family guide to dental health,"Himber, Jacob",617.601 H657,18402,1977
51908161855,Projecting the demand,"Muro, Vicente",658.5 M977 PD,19689,1977
52108112550,Marketing basic concepts and decisions,"Pride, William M.",658.8 P946,10596,1977
51908162406,Production study and design model - fruit canning project,"Muro, Vicente",658.5 M977 PSD,19697,1977
51208150104,An introduction to business and management,"Ignacio, Monico H.",658 I24 2E,34078,1977
42108103527,Self-defense and assault prevention for girls and women,"Tegner, Bruce",613.66 T261,31258,1977
51308143916,Choosing the form of organizatio,"Muro, Vicente",658.1 M977,639,1977
51308143916,Choosing the form of organizatio,"Muro, Vicente",658.1 M977,19698,1977
42408082726,Deep sea fishing project-technical study and financial projections,"Muro, Vicente",639.22 M977,19701,1977
51308090323,Principles of management,"Terry, George R.",658 T329,5559,1977
51308102256,Culture and management,"Weinshall, Theodore D.",658 W424,32972,1977
51908161855,Projecting the demand,"Muro, Vicente",658.5 M977 PD,642,1977
52108114112,Understanding marketing,"Pride, William M.",658.8 P946 SG,10727,1977
51208141209,An introductory view of management,"Drucker, Peter F.",658 D794,7637,1977
52208142015,Metal working technology,"Little, Richard",671 L778,18349,1977
42408085940,Laboratory manual in food preservation,"Fields, Marion L.",641.4 F462 LM,18443,1977
42408085511,Fundamentals of food freezing,"Desrosier, Norman W.",641.4 D474,8039,1977
42408085511,Fundamentals of food freezing,"Desrosier, Norman W.",641.4 D474,10339,1977
42408085511,Fundamentals of food freezing,"Desrosier, Norman W.",641.4 D474,10338,1977
42408082452,Deep sea fishing project-marketing and organization,"Muro, Vicente",639.2 M977,19700,1977
42408085125,Food manufacturing project - financial projections,"Muro, Vicente",641.3 M977,19704,1977
51908115559,Formulating production schedules,"Muro, Vicente",658.5 M977 FP,19696,1977
42208114227,Potatoes,"Smith, Ora",635.21 S656,10362,1977
51208143259,Bahaviour in organizations,"Huse, Edgar F.",658 H969,19590,1977
51208143259,Bahaviour in organizations,"Huse, Edgar F.",658 H969,19591,1977
51208143259,Bahaviour in organizations,"Huse, Edgar F.",658 H969,19592,1977
51208143900,An introduction to business and management,"Ignacio, Monico H.",658 I24,19469,1977
52108112550,Marketing basic concepts and decisions,"Pride, William M.",658.8 P946,10597,1977
42208114227,Potatoes,"Smith, Ora",635.21 S656,10361,1977
52108160008,Marketing research,"Boyd, Harper W.",658.83 B789,31424,1977
43008141243,Gregg shorthand for colleges,"Grubbs, Robert L.",653 G885,19820,1977
43008141243,Gregg shorthand for colleges,"Grubbs, Robert L.",653 G885,19819,1977
43008141243,Gregg shorthand for colleges,"Grubbs, Robert L.",653 G885,19818,1977
42408145909,Business policy in an Asian context,"Soriano, Emanueal V.",650 S714,20249,1977
52208090809,How to sell anything to anybody,"Girard, Joe",658.85 G528,30933,1977
42208102724,Truck,"Jerome, John",629.2 J56,30943,1977
51908105540,Planning business projects,"Muro, Vicente",658.404 M977,648,1977
42108161420,Beginner''s guide to integrated circuits,"Sinclair, I. R.",621.3192 S616,31190,1977
42108161536,Circuits,"Tuttle, David F.",621.3192 T967,18338,1977
51908102644,Dynamic business strategy,"Smith, Theodore A.",658.4012 S662,18245,1977
42408145909,Business policy in an Asian context,"Soriano, Emanueal V.",650 S714,20248,1977
42408105839,Clothing decoration,Sunset Books,646.4 S958,10486,1977
51908102644,Dynamic business strategy,"Smith, Theodore A.",658.4012 S662,18243,1977
51908102644,Dynamic business strategy,"Smith, Theodore A.",658.4012 S662,18242,1977
51908102220,Formulating project strategies,"Muro, Vicente",658.4012 M977,646,1977
42108161536,Circuits,"Tuttle, David F.",621.3192 T967,18383,1977
42208091418,Oil rig,"Potter, Neil",622.338 P868,31277,1977
42408154423,Secretarial office procedures,"Lee, Dorothy E.",651.3 L477,19517,1977
42108162105,Design of system and circuits,"Becker, Peter W.",621.381 B396,18365,1977
42408155004,Office and administrative management,"Littlefield, C. L.",651.3 L779 3E,5540,1977
42408155752,Secretarial office procedures,"Oliverio, Mary Ellen",651.3 O48,19548,1977
52108114112,Understanding marketing,"Pride, William M.",658.8 P946 SG,10729,1977
52108114112,Understanding marketing,"Pride, William M.",658.8 P946 SG,10728,1977
42908153911,Compete secretary''s handbook,"Doris, Lilian",651.3741 D699,19550,1977
51908102644,Dynamic business strategy,"Smith, Theodore A.",658.4012 S662,18244,1977
42108151315,Mechanics of materials,"Hornsey, Edward",620.1223 H816 SG,7994,1977
52208114707,Elements of food technology,"Desroisier, Norman W.",664 D474 EF,10250,1977
52208114707,Elements of food technology,"Desroisier, Norman W.",664 D474 EF,10251,1977
52208114707,Elements of food technology,"Desroisier, Norman W.",664 D474 EF,8044,1977
42108151315,Mechanics of materials,"Hornsey, Edward",620.1223 H816 SG,7993,1977
52208135644,Food manufacturing project - organization study,"Muro, Vicente",664 M977,19703,1977
42208105815,Weed science,"Anderson, Wood Powell",632.5 A552,19454,1977
51608105049,Preparing financial projetions for manufacturing and trading projects,"Muro, Vicente",658.18 M977,19699,1977
51608155431,Principles of personnel management,"Flippo, Edwin B.",658.3 F626,10553,1977
42108151111,Mechanics of materials,"Hornsey, Edward",620.1123 H816 RM,7988,1977
50208084239,Student''s transcript of Gregg shorthand for colleges,"Leslie, Louis A.",653.427 L635 DJS II2E,19532,1977
42408145909,Business policy in an Asian context,"Soriano, Emanueal V.",650 S714,20247,1977
42408082128,Farm by-product roughages for ruminant animals,"Perez, Cledualdo B.",636.2 P438,649,1978
52108142438,Fundamentals of marketing,"Stanton, William J.",658.8 S792,18122,1978
51208150634,Essentials of management,"Koontz, Harold",658 K82,18163,1978
52108152540,Marketing management,"Hudhes, G. David",658.802 H893,18189,1978
52108152540,Marketing management,"Hudhes, G. David",658.802 H893,18188,1978
52108152540,Marketing management,"Hudhes, G. David",658.802 H893,19399,1978
52108142438,Fundamentals of marketing,"Stanton, William J.",658.8 S792,18121,1978
51908084126,People management for small business,"Siegel, William L.",658.303 S571,19597,1978
42408154841,Manaagement of office operations,"Littlefiled, C. L.",651.3 L779,19426,1978
42108133802,Diet manual,"Manalang, M. P.",615.854 M266,34194,1978
51908084126,People management for small business,"Siegel, William L.",658.303 S571,19596,1978
42108163429,New product trends in electronics,"Johnsrud, John",621.381 J65,18342,1978
42408111343,As a man thinketh,"Allen, James",646.7 A427,30562,1978
42908144208,Secretarial office procedures for colleges,"Fulton, Patsy J.",651.374 F974,19511,1978
42908154225,Secretarial and administrative procedures,"Jennings, Lucy Mae",651.3741 J54,19911,1978
42908154225,Secretarial and administrative procedures,"Jennings, Lucy Mae",651.3741 J54,19547,1978
42108134840,Basic and clinical immunology,"Fudenberg, Hugh H.",616.079 F952,18283,1978
42208082230,New product trends in electronics,"Johnsrud, John",621.381 J79,18343,1978
42408091626,The vegetarian family,"Zurbel, Runa",641.5635 Z93,18943,1978
43008144308,Gregg a dictation and introductory transcription,"Leslie, Louis A.",653 L635 GD,19557,1978
51608150902,Successful cost reduction and control the probe systematic approach,"Lipman, Burton E.",658.1552 L764,19314,1978
43008144948,Gregg shorthand 1,"Leslie, Louis A.",653 L635,19534,1978
51908111449,The entrepreneurial manager in the small business,"Naumes, William",658.421 N311,19909,1978
51608150902,Successful cost reduction and control the probe systematic approach,"Lipman, Burton E.",658.1552 L764,19315,1978
42108160527,Electrical principles of electronics,"Gilli, Angelo C.",621.3 G481,18312,1978
52208093204,Saleswoman a guide to career success,"Pletcher, Barbara A.",658.85P726,33067,1978
42108160527,Electrical principles of electronics,"Gilli, Angelo C.",621.3 G481,18313,1978
51208150634,Essentials of management,"Koontz, Harold",658 K82,18164,1978
42208104906,Principles of farm machinery,"Kepner, R. A.",631.3 K38,30986,1978
42408154841,Manaagement of office operations,"Littlefiled, C. L.",651.3 L779,19413,1978
51608154041,Sensitivity analysis,"Muro, Vicente",658.1592 M977,633,1978
42408143923,Introduction to study of business in the Philippines,"Miranda, Gregorio S.",650 M672,7610,1978
42408142402,Management and administrative communication,"Ellis, Dean S.",650 E47,18579,1978
42408152710,Business machines practice set,"Albertson, Dorothy",651.2 A334,19521,1978
42408152805,College business machines,"Kallaus, Norman F.",651.2 K14,19536,1978
42108134840,Basic and clinical immunology,"Fudenberg, Hugh H.",616.079 F952,18282,1978
42408104551,You can renovate your own home,"Green, Floyd",643.7 G795,31301,1978
51908081744,Systematic management of human resources,"Peterson, Richard B.",658.3 P485,19581,1979
52108083229,"Developmental business Englsih, formats and correspondences","Fernandez, Ruth Davis",658.75 F363,19473,1979
51608104610,Elements of business finance,"Miranda, Gregosio S.",658.15 M672,18820,1979
52108082312,PCARR ''78,Philippine Council for Agriculture and Resources Research,658.57 P552,20918,1979
51608104610,Elements of business finance,"Miranda, Gregosio S.",658.15 M672,7623,1979
42108145234,A child with a problem,"Twiford, Rainer",618.9289 T972,18954,1979
42108140611,Clinical cardiology,"Sokolow, Maurice",616.12 S678,18361,1979
51608092939,Financial management theory and practice,"Brigham, Eugene F.",658.15 B855 TP,19739,1979
42108143738,Diagnosis and treatment of palate glossal malfunction,"Ellis, R. E.",617.5225 E47,771,1979
42108140611,Clinical cardiology,"Sokolow, Maurice",616.12 S678,18394,1979
42108141545,Fundamentals of abnormal psychology,"Mears, Frederick",616.89 M483,18764,1979
42208103808,Life in the universe,"Gale, William",629.442 G152,18742,1979
42108143738,Diagnosis and treatment of palate glossal malfunction,"Ellis, R. E.",617.5225 E47,770,1979
51608094925,Financial management,"Laya, Jaime C.",658.15 L426,10399,1979
42208111246,A farmer''s primer on growing rice,"Vergara, Benito S.",633.18 V494 E,141,1979
51908081744,Systematic management of human resources,"Peterson, Richard B.",658.3 P485,19580,1979
51308102130,Management,"Webber, Ross A.",658 W375,20095,1979
52108095715,Views of marketing,"French, Warren A.",658.8 F877,18941,1979
42108102231,Everything you always wanted to know about nutrition,"Reuben, David",613.2 R444,31524,1979
50908150521,Auditing integrated concepts and procedures,"Taylor, Donald H.",657.45 T239,18801,1979
50908141537,Financial statements,"McMullen, Stewart Yarwood",657.3 M168,18138,1979
51208150808,Management,"Koontz, Harold",658 K82 6E,18154,1979
52208141830,Metalwork,"Feirer, John L.",671 F299,31076,1979
51208152621,Essentials of management,"Massie, Joseph L.",658 M417 3E,10404,1979
51308090506,Mastery of management,"Uris, Auren",658 U76,18572,1979
51208150808,Management,"Koontz, Harold",658 K82 6E,18152,1979
43008112641,Pilipino shorthand,"Francisco, Lolita",653 F819,19542,1979
52208082410,Marketing research,"Luck, David J.",658.83 L941 5E,19786,1979
51208142833,Management,"Hodgetts, Richard M.",658 H689,18704,1979
52208082410,Marketing research,"Luck, David J.",658.83 L941 5E,19919,1979
52208082410,Marketing research,"Luck, David J.",658.83 L941 5E,19787,1979
50908143912,Governmental auditing concepts and practices,"Gopez, Eduardo C.",657.45 G659,10398,1979
43008103708,Gregg typing for colleges,"Lloyd, Alan C.",652.3 L793,19510,1979
51308102818,Business statistics,"Zepke, Brent E.",658 Z57,19252,1980
52208144340,Woodturning for pleasure,"Stokes, Gordon",684.083 S874,18909,1980
52208140154,Sugar Philippines,"Escolin, Norberto T.",664.1 E74,33000,1980
51608112330,Financial management and policy,"Van Horne, James C.",658.15 V256 5E,18151,1980
42408115337,Pre-parenting a guide to planning ahead,"Fournier, Barbara",649 F778,18905,1980
42408115337,Pre-parenting a guide to planning ahead,"Fournier, Barbara",649 F778,18906,1980
51608110028,Business finance and Philippine business firms,"San Gabriel, Nati C.",658.15 S225,19781,1980
51608110028,Business finance and Philippine business firms,"San Gabriel, Nati C.",658.15 S225,19783,1980
42408153842,Handbook on office management,"Angeles, Conrado P.",651.3 A581,193573,1980
42408153842,Handbook on office management,"Angeles, Conrado P.",651.3 A581,193571,1980
52208112301,Advertising,"Fletcher, Winston",659.1 F615,0.32312,1980
52208084222,Salesmanship imperatives prescribing for a customer,"Carrion, Juan Antonio",658.85 C318,19768,1980
52208084222,Salesmanship imperatives prescribing for a customer,"Carrion, Juan Antonio",658.85 C318,19767,1980
52208084222,Salesmanship imperatives prescribing for a customer,"Carrion, Juan Antonio",658.85 C318,19766,1980
42408153842,Handbook on office management,"Angeles, Conrado P.",651.3 A581,193570,1980
43008104753,Modern production typing (with Pilipino),"Pineda, Dolores Celis",652.3 P649 MP,19513,1980
51608110028,Business finance and Philippine business firms,"San Gabriel, Nati C.",658.15 S225,19782,1980
51308102818,Business statistics,"Zepke, Brent E.",658 Z57,19251,1980
42408155927,Office management,"Santos, Amparo E.",651.3 S237,20432,1980
42408160410,Office procedures,"Stewart, Jeffrey R.",651.3 S849,19830,1980
51308102818,Business statistics,"Zepke, Brent E.",658 Z57,18982,1980
52208142947,The knitting book,"Harste, Patricia R.",677.028245 H324,18948,1980
52108154103,How to sell in the 1980''s successful selling service and ideas in a new decade,"Montgomery, Robert L.",658.81 M788,19170,1980
51308084937,Industrial organization and management,"Riggs, James L.",658 R569,18185,1980
51308102818,Business statistics,"Zepke, Brent E.",658 Z57,18984,1980
51308084937,Industrial organization and management,"Riggs, James L.",658 R569,18184,1980
51308102818,Business statistics,"Zepke, Brent E.",658 Z57,19250,1980
52108141737,Marketing,"Rosenberg, Larry J.",658.8 R813,18148,1980
52108141737,Marketing,"Rosenberg, Larry J.",658.8 R813,18147,1980
42108134229,Microbial diseases,"May, Carl W.",616 M626,19038,1980
42108134229,Microbial diseases,"May, Carl W.",616 M626,19028,1980
51308102818,Business statistics,"Zepke, Brent E.",658 Z57,19254,1980
42408084753,A woman''s conflict,"Kaplan, Jane Rachel",641.3 K17,18893,1980
52108102115,Marketing management,"Kotler, Philip",658.8 K87 4E,19374,1980
51308102818,Business statistics,"Zepke, Brent E.",658 Z57,19253,1980
42108163036,Electricity and electronics,"Gerrish, Howard H.",621.381 G378 EE,31276,1980
42208083504,Applied electronic communication,"Kellejian, Robert",621.382 K29,31750,1980
52108102115,Marketing management,"Kotler, Philip",658.8 K87 4E,19375,1980
52108102115,Marketing management,"Kotler, Philip",658.8 K87 4E,31431,1980
52108154103,How to sell in the 1980''s successful selling service and ideas in a new decade,"Montgomery, Robert L.",658.81 M788,19169,1980
51308084937,Industrial organization and management,"Riggs, James L.",658 R569,50,1980
51908090100,Motivation methods that works,"Ullrich, Robert A.",658.314 U42,19217,1981
51908084010,The now supervisor,Ministry of Public Works,658.302 M665,30024,1981
51908090100,Motivation methods that works,"Ullrich, Robert A.",658.314 U42,19216,1981
51908090100,Motivation methods that works,"Ullrich, Robert A.",658.314 U42,19215,1981
51908090100,Motivation methods that works,"Ullrich, Robert A.",658.314 U42,19214,1981
51908090100,Motivation methods that works,"Ullrich, Robert A.",658.314 U42,19213,1981
51908090100,Motivation methods that works,"Ullrich, Robert A.",658.314 U42,19211,1981
51908090100,Motivation methods that works,"Ullrich, Robert A.",658.314 U42,19208,1981
51908090100,Motivation methods that works,"Ullrich, Robert A.",658.314 U42,18969,1981
51908090100,Motivation methods that works,"Ullrich, Robert A.",658.314 U42,18937,1981
51908084556,The salesperson''''s legal guide,"Sack, Steven Mitchell",658.3044 S121,19255,1981
52108155630,"Sales management decisions, strategies and cases","Still, Richard R.",658.81 S857,19844,1981
51908084556,The salesperson''''s legal guide,"Sack, Steven Mitchell",658.3044 S121,19258,1981
51908084556,The salesperson''''s legal guide,"Sack, Steven Mitchell",658.3044 S121,19256,1981
51908084556,The salesperson''''s legal guide,"Sack, Steven Mitchell",658.3044 S121,19257,1981
51908090100,Motivation methods that works,"Ullrich, Robert A.",658.314 U42,19209,1981
52208113530,The public relations,"Mainstream Access, Inc.",659.2 M225,19158,1981
52108082426,Purchasing,"Heinritz, Stuart F.",658.72 H469 6E,20016,1981
52108085420,Practical marketing for your small retail business,"Brannen, William H.",658.8 B821,19025,1981
52108085420,Practical marketing for your small retail business,"Brannen, William H.",658.8 B821,19026,1981
42108134051,Food borne and water borne diseases,"Tartakow, I Jackson",615.954 T193,3295,1981
42108134051,Food borne and water borne diseases,"Tartakow, I Jackson",615.954 T193,3294,1981
42108081600,The book of executive health,Times Book,613 T583,20879,1981
42108081600,The book of executive health,Times Book,613 T583,18936,1981
51908090100,Motivation methods that works,"Ullrich, Robert A.",658.314 U42,19210,1981
52108105513,International marketing,"Miranda, Gregorio S.",658.8 M672 IM,19827,1981
52108105513,International marketing,"Miranda, Gregorio S.",658.8 M672 IM,19828,1981
52208141535,Machine shop practice,"Moltrecht, K. H.",670.423 M729,30984,1981
52208113750,Public relations,"Moore, H. Frazier",659.2 M822,19573,1981
52208113530,The public relations,"Mainstream Access, Inc.",659.2 M225,19157,1981
52208113750,Public relations,"Moore, H. Frazier",659.2 M822,19571,1981
52108155630,"Sales management decisions, strategies and cases","Still, Richard R.",658.81 S857,19845,1981
52208113530,The public relations,"Mainstream Access, Inc.",659.2 M225,19156,1981
52208113530,The public relations,"Mainstream Access, Inc.",659.2 M225,19155,1981
42108160234,The energy,Mainstream Access Inc.,621.042 M225,18946,1981
52208113530,The public relations,"Mainstream Access, Inc.",659.2 M225,19154,1981
42108160234,The energy,Mainstream Access Inc.,621.042 M225,19128,1981
42108160234,The energy,Mainstream Access Inc.,621.042 M225,19129,1981
42108160234,The energy,Mainstream Access Inc.,621.042 M225,19130,1981
42108160234,The energy,Mainstream Access Inc.,621.042 M225,19131,1981
51908110734,Perspective on the social responsibility of business,"Aquino, Rosemary",658.408 A657,202273,1981
52208113530,The public relations,"Mainstream Access, Inc.",659.2 M225,18966,1981
52208112928,Advertising your way to success,"Sutton, Cort",659.1 S967,18975,1981
52208083208,Increasing your sales potential,"Ades, Leslie J.",658.85 A232,30695,1981
52208113750,Public relations,"Moore, H. Frazier",659.2 M822,19572,1981
51608142525,Profit planning for small business,"Hogsett, Robert N.",658.155 H716,30110,1981
42208085545,Exploring power technology,"Walker, John R.",621.812 W181,31736,1981
50208084830,Student''s transcript of Gregg shorthand colleges,"Leslie, Louis A.",653.427 L635 ST II,19531,1981
50908141227,Bookkeeping simplified,"Pasion, D. S.",657.2 P282,18878,1981
43008101852,Pagmamakinilya sa Pilipino,"Cruz, Diosdado F.",652.3 C957,19512,1981
42408101429,Authentifc Spanish cooking,"Blue, Betty A.",641.5946 B658,19927,1981
42408101429,Authentifc Spanish cooking,"Blue, Betty A.",641.5946 B658,19926,1981
42408101429,Authentifc Spanish cooking,"Blue, Betty A.",641.5946 B658,19925,1981
42408101429,Authentifc Spanish cooking,"Blue, Betty A.",641.5946 B658,19720,1981
51208134858,CPA reviewer and quizzer in management services,"Cabrera, Ma. Elenita Balatbat",658 C117,20434,1981
42208102925,222 ways to save gas,"Cunningham, Chet",629.222 C973,19087,1981
42408111522,The greatest secret in the world,"Mandino, Og",646.7 M272,32322,1981
42208102925,222 ways to save gas,"Cunningham, Chet",629.222 C973,19089,1981
42408101429,Authentifc Spanish cooking,"Blue, Betty A.",641.5946 B658,19190,1981
51608142525,Profit planning for small business,"Hogsett, Robert N.",658.155 H716,30109,1981
51608142525,Profit planning for small business,"Hogsett, Robert N.",658.155 H716,30107,1981
51608142525,Profit planning for small business,"Hogsett, Robert N.",658.155 H716,30106,1981
51908090100,Motivation methods that works,"Ullrich, Robert A.",658.314 U42,19212,1981
42208102925,222 ways to save gas,"Cunningham, Chet",629.222 C973,19090,1981
51608104737,Instrutor''''s manual to accompany contemporary financial management,"Moyer, R. Charles",658.15 M938,19741,1981
43008090729,The business writing handbook,"Paxson, William C.",651.75 P341,31579,1981
42208112944,Science principles in vegetable growing,"Aycardo, Hipolito B.",635 A974,19471,1981
42408150846,The job hunt,"Straub, Joseph T.",650.14 S912,18931,1981
51308143102,Computing today,"Sardinas, Joseph L.",658.05 S244,31792,1981
42208102925,222 ways to save gas,"Cunningham, Chet",629.222 C973,19088,1981
42408140205,Children in your life,"Radeloff, Deanna",649.1 R126,33037,1981
42408114719,Nine to five,"Schrader, Constance",646.7042 S377,18957,1981
51908082342,Personnel and human resources management,"Sison, Perfecto S.",658.3 S623,19750,1981
51908082342,Personnel and human resources management,"Sison, Perfecto S.",658.3 S623,19749,1981
51208135234,The gospel according to the Harvard business school,"Cohen, Peter",658 C678,1419,1981
51208153236,Organizational bahavior,"Organ, Dennis W.",658 O68,20243,1982
43008090130,Effective business communication,"Hermosisima, Cynthia L.",651.75 H556,19583,1982
52208145807,Plumbing and heating calculations,"Hall, Fred",696.101 H176,31473,1982
51908080907,Human resources development,"Miranda, Gregorio S.",658.3 M672,19601,1982
43008112323,Word processing primer,"Waite, Mitchell",652.5 W145,31630,1982
43008112323,Word processing primer,"Waite, Mitchell",652.5 W145,31629,1982
42208101621,Half mile up without an engine,"Gannon, Robert",629.13231 G198,19242,1982
42208101621,Half mile up without an engine,"Gannon, Robert",629.13231 G198,19243,1982
51908080907,Human resources development,"Miranda, Gregorio S.",658.3 M672,19602,1982
43008090130,Effective business communication,"Hermosisima, Cynthia L.",651.75 H556,19917,1982
51908103105,The 30 most common problems in management and how to solve them,"Delaney, William A.",658.403 D337,19653,1982
51908085856,Employee turnover,"Mobley, William H.",658.314 M687,34430,1982
42208101621,Half mile up without an engine,"Gannon, Robert",629.13231 G198,19060,1982
52008160538,Production standards for profit planning,"Tucker, Spencer",658.503 T894,30088,1982
52008160538,Production standards for profit planning,"Tucker, Spencer",658.503 T894,30087,1982
52008160538,Production standards for profit planning,"Tucker, Spencer",658.503 T894,30086,1982
51308144142,Preparing project feasibility studies for Philippine business enterprises,"Muro, Vicente",658.11 M977 I,19647,1982
51308144142,Preparing project feasibility studies for Philippine business enterprises,"Muro, Vicente",658.11 M977 I,19648,1982
51908115409,Production and operations management,"Mayer, Raymond R.",658.5 M468 4E,32669,1982
20307190828,Hotel and motel management and operations,"Gray, William S.",647.068 G783,35879,1982
20307190828,Hotel and motel management and operations,"Gray, William S.",647.068 G783,35880,1982
52008160538,Production standards for profit planning,"Tucker, Spencer",658.503 T894,30089,1982
51308084809,Quantitative techniques for management,"Payne, Thomas A.",658 P346,19802,1982
51908080907,Human resources development,"Miranda, Gregorio S.",658.3 M672,19600,1982
51908080907,Human resources development,"Miranda, Gregorio S.",658.3 M672,19599,1982
51308103202,So you think you need your own business computer,"Perry, William E.",658.002 P464,31843,1982
51308084809,Quantitative techniques for management,"Payne, Thomas A.",658 P346,19803,1982
51308144142,Preparing project feasibility studies for Philippine business enterprises,"Muro, Vicente",658.11 M977 I,19646,1982
51908103105,The 30 most common problems in management and how to solve them,"Delaney, William A.",658.403 D337,19652,1982
51908082811,Put it in writing,"Ellman, Edgar S.",658.301 E47,30259,1983
51908082811,Put it in writing,"Ellman, Edgar S.",658.301 E47,30255,1983
52108091507,Marketing management in the Philippine setting,"Del Val, Edgar P.",658.8 D367,13595,1983
51908082811,Put it in writing,"Ellman, Edgar S.",658.301 E47,30254,1983
52208092136,Retailing principles and methods,"Onagan, Lino D.",658.85 P58,30392,1983
51908082811,Put it in writing,"Ellman, Edgar S.",658.301 E47,30251,1983
42908154553,Clerical training for Filipino secretarial students,"Santos, Amparo E.",651.3741 S237,19518,1983
51908082811,Put it in writing,"Ellman, Edgar S.",658.301 E47,30253,1983
51308085432,Managing bahavior in organizations,"Schlesinger, Leonard A.",658 S342,34421,1983
51908082811,Put it in writing,"Ellman, Edgar S.",658.301 E47,30258,1983
51208150301,An introduction to business and management,"Ignacio, Monico H.",658 I24 2E,19469A,1983
51908082811,Put it in writing,"Ellman, Edgar S.",658.301 E47,30256,1983
