controlno
102009092318
102009092630
102009092904
102009102021
102009102546
102009103503
102010110627
102722101928
112014132803
112114135808
112114140333
112414103547
11816154056
120315130358
51118105542
51118105642
51118110207
52708115346
52708115644
52708140427
52708140630
52708141011
52708142207
52708142519
52708142723
52708143114
52708143248
52708143544
52708144003
52708144317
52708145116
52708145303
52708145657
52708145852
52708150141
52708150307
52708150816
52708151443
52708151804
52708152659
52708155158
52708155443
52708155713
52708160131
52708160301
52708160511
52708160639
52708160830
52708161041
52708161216
52808083825
52808084353
52808084635
52808084913
52808085127
52808085311
52808085504
52808102342
52808102632
52808103324
52808141229
52808143448
52808143653
52808144018
52808144227
52808144429
52808144532
52808144852
52808145242
52808145516
52808145727
52808145911
52808150041
52808150243
52808151505
52808151646
52808152727
52808153143
52808153640
52808154428
52808155305
52808155653
53008084236
53008085145
53008085628
53008090520
53008091706
53008091947
53008092806
53008093230
53008135313
53008135553
53008135716
53008135904
53008140117
53008140401
53008141011
53008141228
53008142540
53008143013
53008143451
53008144719
53008145336
53008150356
53008151758
53008152009
53008152222
53008152944
53008153130
53008153745
60208085610
60208085749
60208090024
60208090142
60208090308
60208090852
60208091257
60208091419
60208091616
60208091915
60208092113
60208102144
60208104023
60208104854
60208105452
60208110652
60208112718
60208114432
60208143549
60208143844
60208150458
60208151426
60208151936
60208155116
60208161239
60208161424
60308080809
60308081059
60308081200
60308081437
60308081951
60308082123
60308082244
60308082400
60308082509
60308082649
60308082842
60308083037
60308083241
60308083436
60308083627
60308083745
60308084032
60308084312
60308084456
60308084608
60308084739
60308084937
60308085539
60308085729
60308085930
60308090041
60308090143
60308090326
60308090933
60308091114
60308091452
60308091744
60308092143
60308093037
60308093425
60308101342
60308101659
60308103733
60308103919
60308104501
60308105422
60308110141
60308111014
60308111917
60308113208
60308113359
60308113645
60308114313
60308114529
60308115448
60308115641
60308134329
60308134619
60308135614
60308135844
60308135950
60308140059
60308140357
60308141132
60308142506
60308142953
60308143518
60308144234
60308144858
60308145345
60308150001
60308151301
60308151638
60308152150
60308153040
60308160014
60308161708
60308163706
60408101614
60408101817
60408101915
60408105903
60408111617
60408112410
60408112615
60408113256
60408114159
60408114613
60408134159
60408135128
60408135549
60408140356
60408141613
60408141939
60408142115
60408142221
60408142342
60408142545
60408145014
60408151434
60408155124
60408155718
60408161401
60408161847
60408162828
60408163005
60408163115
60408163229
60408163409
60408163922
60408164135
60408164300
60608104450
60608104742
60608104906
60608105013
60608112536
60608114130
60608114310
60608114430
60608114629
60608114741
60608114847
60608132921
60608133028
60608133714
60608134144
60608141716
60608141806
60608142033
60608142501
60608143436
60608145540
60608145940
60608155342
60608155446
60608155709
60608155828
60608155940
60608160047
60608160206
60608160333
60608160638
60608160807
60608160915
60608161002
60608161128
60608162137
60608163208
60608163646
61008135537
61008135651
61008135813
61008135910
61008140515
61008140900
61008141046
61008141204
61008141404
61008141518
61008142057
61008142206
61008142316
61008142509
61008142623
61008142924
61008143057
61008143158
61008143440
61008144021
61008144218
61008144540
61008144627
61008145038
61008150141
61008150351
61008152433
61008153656
61008153833
61008154105
61008154257
61008155706
61008155801
61008155858
61008161239
61008161611
61008161746
61008161956
61008162204
61008162359
61008163549
61108083339
61108084101
61108084150
61108084253
61108084517
61108084621
61108084722
61108084812
61108085354
61108085511
61108085735
61108085832
61108090011
61108090322
61108090721
61108091518
61108091843
61108092052
61108092631
61108095758
61108101925
61108134526
61108141604
61108142038
61108142907
61108143105
61108143450
61108143540
61108144205
61108144527
61108144739
61108145230
61108145433
61108145600
61108145822
61108150237
61108150340
61108150702
61108150950
61108151107
61108151529
61108151705
61108152046
61108152208
61108152323
61108152423
61108152536
61108152647
61108152849
61108152958
61108153207
61108153547
61108154114
61108154226
61108154400
61108154527
61108154807
61108155422
61108155723
61108160114
61108160334
61108160549
61108160749
61108160954
61108163031
61108163454
61108163737
61808080638
61808083351
61808085637
61808090157
61808090445
61808090649
61808090855
61808091017
61808091118
61808091232
61808095835
61808100016
61808100203
61808100404
61808100738
61808100912
61808101058
61808101317
61808101529
61808101712
61808102037
61808102138
61808102348
61808102449
61808102634
61808102759
61808102939
61808103056
61808103306
61808103427
61808103611
61808103927
61808104306
61808104630
61808110619
61808110733
61808111000
61808111114
61808111238
61808111503
61808111758
61808111956
61808112107
61808112208
61808133325
61808133723
61808133913
61808134028
61908132502
61908132810
61908153026
61908153143
61908154905
61908155030
61908155157
61908162517
61908162726
62008081726
62008082243
62008082357
62008082611
62008083447
62008083640
62008083932
62008084124
62008084225
62008084713
62008084816
62008084943
62008085541
62008085655
62008090040
62008090237
62008092312
62008100705
62008101454
62008101549
62008101752
62008102235
62008102402
62008102508
62008103107
62008103331
62008103655
62008103833
62008104405
62008110242
62008110407
62008110545
62008111006
62008111332
62008111435
62008112224
62008112502
62008112741
62008112948
62008113101
62008131043
62008131701
62008132106
62008132234
62008132439
62107144833
70710085833
70710090114
70710090325
70710090619
70710090932
70810130150
71211140510
71212134610
71218134459
71709133043
80208224320
80208224739
80208225008
81112094022
81319090315
81319111408
81319111806
81319112207
81319112910
81319114229
81319115055
81419141125
82312135500
82312135616
91319145636
91319145752
91319150222
91812090842
91812091011
91812091118
92619133253
92619133435
92619134509
92904045016
92904053509
93004025335
