controlno
100107161254
100107162423
100107163340
100207084448
100207091545
100207095334
100207140928
100207141052
100207142305
100207142433
100207143004
100207143935
100207144048
100207144721
100207144908
100207145101
100207145319
100207145516
100207145625
100207150205
100207150441
100207150530
100207150644
100207152813
100207152939
100207153139
100207154524
100207155428
100207160331
100207160654
100207160844
100207161534
100207161702
100207161842
100207162445
100207162646
100207163029
100207163532
100207163724
100307100940
100307101519
100307101630
100307102636
100307102905
100307103509
100307104043
100307104215
100307104331
100307104508
100307111100
100407082653
100407083103
100407085236
100407085421
100407085550
100407085758
100407090311
100407090917
100407091215
100407091554
100407092241
100407092357
100407150721
100407153710
100407154104
100407155028
100407155227
100407155509
100407155637
100407155836
100407160009
100407160149
100407161556
100407161802
100407162113
100407163352
100407163817
100507074844
100507075126
100507075338
100507075449
100507075733
100507075831
100507080227
100507080339
100507080554
100507080858
100507081040
100507081236
100507081419
100507143256
100507143501
100507143630
100507144025
100507144434
100507145518
100507152552
100507153713
100507154228
100507154340
100507154715
100507155633
100507155847
100507160049
100507160305
100507160501
100907083556
100907084228
100907091407
100907094333
100907135421
100907140226
100907140534
100907140935
100907141055
100907141356
100907141532
100907141826
100907142612
100907142859
100907143320
100907143529
100907143713
100907144526
100907144724
100907144859
100907145149
100907145602
100907145859
100907150027
100907150234
100907150628
100907150919
100907151126
100907151450
100907155113
100907155932
100907160125
100907161523
101007084216
101007084336
101007084524
101007092754
101007092929
101007093053
101007093235
101007101159
101007101507
101007101854
101007102046
101007102215
101007102428
101007102624
101007102738
101007102937
101007103228
101007103359
101007103706
101007104434
101007104705
101007104903
101007105154
101007105345
101007112414
101007112625
101007112739
101007113426
101007113548
101007133338
101007133541
101007133651
101007134029
101007134157
101007134657
101007135510
101007140144
101007140251
101007140514
101007140740
101007141042
101007141157
101007141324
101007141701
101007142139
101007142246
101007142505
101007143406
101007143531
101007143644
101007144322
101007144801
101007145014
101007145729
101007145949
101007150217
101007150356
101007150554
101007150724
101007150854
101007151036
101007151304
101007151430
101007151716
101007151854
101007152006
101007152255
101007152734
101007153720
101007153911
101007154137
101007154254
101007154615
101007154805
101007155128
101007155410
101007155551
101007160009
101007160138
101007160920
101107075739
101107080017
101107080141
101107080727
101107081200
101107081333
101107081949
101107082538
101107083439
101107145728
101107154728
101507094745
101607074538
101719095136
102009110304
102010113416
102722114029
120910140121
70109105845
70411155729
71211113329
71816125811
80108224258
81214142951
81214143348
82312133313
90909073147
90909073858
